ID,host_response_time,host_response_rate,host_acceptance_rate,hosTrue_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
5.87898E+17,Unknown,NaN,NaN,FALSE,True ,False ,0,Las Condes,-33.4246476,-70.5851299,Private room,1,3,3,3,14000.00,30,1125,364,0,0,,,,,,,,True ,1,
5.67357E+17,within an hour,1,1,FALSE,True ,True ,2,Santiago,-33.44353,-70.6429,Entire home/apt,2,1,1,1,30000.00,7,365,335,0,0,,,,,,,,True ,2,
5.78914E+17,within a few hours,1,1,FALSE,True ,True ,8,Vitacura,-33.4044,-70.59162,Entire home/apt,5,3,3,3,256237.00,30,1125,121,0,0,,,,,,,,True ,9,
5.78931E+17,within a few hours,1,1,FALSE,True ,True ,8,Las Condes,-33.41711,-70.59044,Entire home/apt,7,3,4,5,219254.00,60,1125,110,0,0,,,,,,,,True ,9,
5.67376E+17,within a few hours,1,0.96,FALSE,True ,True ,2,Providencia,-33.430241,-70.618637,Private room,2,1,,4,25000.00,2,10,90,4,4,3.75,3.25,3.75,3,3.25,5,4,True ,2,1.04
5.7896E+17,within an hour,1,0.77,FALSE,True ,True ,0,Santiago,-33.4385,-70.6439,Entire home/apt,2,1,1,1,50000.00,2,365,365,1,1,5,5,5,5,5,5,5,True ,3,0.41
5.78964E+17,within an hour,1,0.98,FALSE,True ,True ,138,Lo Barnechea,-33.34053,-70.29177,Entire home/apt,8,1,3,7,418000.00,2,45,287,0,0,,,,,,,,False ,33,
5.7897E+17,within an hour,1,1,FALSE,True ,True ,0,Las Condes,-33.40501,-70.55628,Entire home/apt,5,2,2,4,119990.00,1,1125,325,3,3,5,5,5,5,5,5,5,False ,2,2.05
5.88069E+17,within an hour,0.75,0.78,FALSE,True ,True ,0,Providencia,-33.422695,-70.609535,Entire home/apt,3,1,1,1,51000.00,2,365,350,9,9,4.78,4.89,4.67,5,4.67,4.89,4.78,True ,1,3.07
5.88173E+17,within an hour,1,1,FALSE,True ,False ,0,Providencia,-33.42618,-70.61287,Entire home/apt,2,1,1,1,42679.00,1,365,364,3,3,5,5,5,5,5,5,5,False ,1,1.34
5.88319E+17,within an hour,0.95,0.89,FALSE,True ,True ,39,Santiago,-33.43798,-70.65113,Private room,1,0.5,1,1,24286.00,1,365,365,0,0,,,,,,,,False ,39,
5.88335E+17,within an hour,0.92,0.83,FALSE,True ,False ,0,Estación Central,-33.44596,-70.69077,Private room,2,2,1,1,26429.00,1,365,364,1,1,5,5,5,5,5,4,5,False ,2,0.77
5.88424E+17,within a few hours,1,1,FALSE,True ,False ,0,San Miguel,-33.499416,-70.650749,Private room,1,1,1,1,29000.00,2,27,354,1,1,5,5,5,5,5,5,5,False ,1,0.38
5.88437E+17,within an hour,1,1,FALSE,True ,True ,0,Las Condes,-33.39243,-70.55375,Entire home/apt,5,2,3,3,81200.00,3,30,347,1,1,5,5,5,5,5,5,5,True ,1,1
5.89715E+17,within an hour,0.75,1,FALSE,True ,True ,0,Quinta Normal,-33.43651,-70.70545,Private room,2,1,1,1,25000.00,1,1125,364,0,0,,,,,,,,False ,1,
5.88509E+17,within a few hours,0.9,0.78,FALSE,False ,False ,1,Santiago,-33.442822,-70.644829,Entire home/apt,3,1,1,3,35000.00,1,365,365,1,1,5,5,5,5,5,5,5,True ,1,0.56
5.88855E+17,within a few hours,1,0.95,FALSE,True ,True ,8,Santiago,-33.45094,-70.64693,Entire home/apt,4,1,1,3,24429.00,3,90,359,2,2,5,5,5,5,5,5,5,True ,7,0.69
5.79104E+17,within an hour,1,1,FALSE,True ,True ,14,Santiago,-33.43833,-70.64211,Entire home/apt,2,1,1,1,43414.00,1,365,359,11,11,4.82,5,4.73,4.73,4.73,5,4.82,True ,14,4.4
5.89725E+17,within an hour,1,0.98,FALSE,True ,True ,138,Lo Barnechea,-33.35314,-70.24781,Entire home/apt,3,1,1,2,240350.00,2,45,328,0,0,,,,,,,,False ,33,
5.89739E+17,within an hour,1,0.97,FALSE,True ,True ,8,Las Condes,-33.416,-70.60084,Entire home/apt,4,1,1,2,62857.00,1,1125,333,1,1,5,5,5,5,5,5,5,True ,11,1
5.88988E+17,within an hour,1,0.88,FALSE,True ,True ,0,Ñuñoa,-33.45584,-70.58521,Private room,1,1,1,1,16829.00,2,31,146,10,10,5,5,5,4.9,5,5,5,False ,1,3.53
5.89003E+17,within an hour,1,0.98,FALSE,True ,True ,0,Providencia,-33.42668,-70.61967,Entire home/apt,2,1,1,1,50000.00,1,365,325,0,0,,,,,,,,False ,3,
5.89858E+17,within a day,1,1,FALSE,True ,True ,0,Providencia,-33.42811,-70.59442,Entire home/apt,2,2,2,2,60000.00,7,62,203,0,0,,,,,,,,False ,1,
5.89036E+17,within an hour,0.94,0.67,FALSE,True ,True ,0,Recoleta,-33.42544,-70.63918,Entire home/apt,2,1,1,1,30000.00,5,365,362,1,1,5,5,5,5,5,5,5,False ,1,1
5.8907E+17,within an hour,0.9,1,FALSE,True ,True ,0,Cerrillos,-33.50765,-70.70862,Private room,2,1,1,1,16500.00,4,365,364,0,0,,,,,,,,True ,4,
5.89149E+17,within an hour,1,1,FALSE,True ,False ,0,Providencia,-33.425671,-70.617859,Entire home/apt,3,1,2,2,97484.00,2,1125,356,6,6,5,5,5,5,5,5,5,True ,1,2.43
5.89213E+17,within an hour,1,1,FALSE,True ,True ,0,Las Condes,-33.41685,-70.60241,Entire home/apt,3,1,1,1,50000.00,15,365,0,1,1,5,5,5,5,5,5,5,False ,1,0.55
5.79123E+17,within an hour,1,1,FALSE,True ,True ,14,Santiago,-33.43685,-70.64554,Entire home/apt,2,1,1,1,34843.00,1,365,363,21,21,4.57,4.76,4.9,4.81,4.76,4.9,4.71,True ,14,6.85
5.79585E+17,within a few hours,0.9,0.6,FALSE,True ,True ,0,Providencia,-33.42737,-70.61585,Entire home/apt,3,1.5,2,2,50000.00,7,180,329,0,0,,,,,,,,True ,1,
5.89872E+17,within an hour,1,0.98,True ,True ,True ,8,Providencia,-33.42291,-70.6112,Entire home/apt,6,2,2,4,99990.00,2,29,344,4,4,4.75,4.75,5,5,4.75,5,4.25,False ,10,1.36
5.90058E+17,within an hour,0.8,0.5,FALSE,True ,True ,0,Santiago,-33.4406,-70.6425,Private room,2,1,1,1,22000.00,2,62,347,0,0,,,,,,,,False ,1,
5.79693E+17,within an hour,1,1,True ,True ,True ,4,Las Condes,-33.40367,-70.56628,Entire home/apt,2,1,1,1,54900.00,4,365,360,1,1,4,4,4,4,5,5,4,True ,3,0.73
5.79713E+17,within an hour,1,1,FALSE,True ,False ,0,Santiago,-33.440357,-70.657669,Entire home/apt,5,1.5,2,4,52857.00,1,365,359,15,15,4.8,4.87,4.53,5,5,4.93,4.87,True ,1,6
6.08377E+17,within an hour,1,0.98,True ,True ,True ,21,Lo Barnechea,-33.33452,-70.29062,Entire home/apt,9,3,4,7,450000.00,2,365,328,0,0,,,,,,,,True ,21,
5.89348E+17,within a few hours,0.79,0.53,FALSE,True ,True ,12,Santiago,-33.43844,-70.65448,Entire home/apt,4,2,2,3,56000.00,2,365,365,0,0,,,,,,,,False ,13,
5.89564E+17,within an hour,0.98,0.99,FALSE,True ,True ,14,Santiago,-33.43876,-70.64358,Entire home/apt,2,1,1,1,48999.00,1,365,359,4,4,4.75,4.75,4.75,4.75,4.75,5,5,True ,15,1.43
5.89638E+17,within an hour,1,1,FALSE,True ,True ,6,Las Condes,-33.38424,-70.53169,Entire home/apt,3,1,1,2,60900.00,1,365,360,7,7,4.71,4.86,4.71,4.71,4.86,4.86,4.43,True ,8,3.89
5.89702E+17,within an hour,1,0.98,FALSE,True ,True ,138,Lo Barnechea,-33.3488,-70.29223,Entire home/apt,4,1,1,3,242000.00,2,45,358,0,0,,,,,,,,False ,33,
5.99974E+17,within an hour,0.82,0.99,FALSE,True ,True ,26,Santiago,-33.4347,-70.65582,Entire home/apt,7,2,2,6,63020.00,1,365,337,8,8,3.88,3.63,4.25,4,4,4.63,4.25,True ,44,3.43
5.90083E+17,a few days or more,0.4,0.86,FALSE,True ,True ,2,Providencia,-33.4391,-70.62712,Private room,1,1,1,1,34112.00,1,1125,365,0,0,,,,,,,,True ,1,
5.99986E+17,within an hour,0.82,0.99,FALSE,True ,True ,26,Santiago,-33.43484,-70.65715,Entire home/apt,7,2,2,6,63020.00,1,365,331,6,6,4.33,4.33,4.33,4.5,3.67,4.67,4.33,True ,44,3.4
6.00007E+17,within a few hours,1,0.45,FALSE,True ,True ,1,Ñuñoa,-33.45448,-70.62227,Private room,6,2.5,3,4,40000.00,1,365,365,0,0,,,,,,,,False ,2,
6.00102E+17,within an hour,1,1,FALSE,True ,True ,1,Providencia,-33.44458,-70.62761,Private room,4,4,1,3,30146.00,1,365,364,2,2,5,4.5,4.5,5,5,5,5,True ,6,0.98
6.00529E+17,within an hour,0.88,0.76,FALSE,True ,False ,0,Santiago,-33.43827,-70.64921,Private room,1,4,1,1,20000.00,1,365,365,2,2,4,4,3.5,3.5,3.5,4.5,3,False ,37,1.11
6.00556E+17,within an hour,0.93,0.91,FALSE,True ,True ,0,Las Condes,-33.42888,-70.57599,Entire home/apt,2,2.5,1,1,55000.00,3,365,327,1,1,4,5,4,5,3,5,5,True ,3,0.44
6.08378E+17,within an hour,1,1,True ,True ,True ,4,Santiago,-33.44625,-70.65354,Entire home/apt,4,1,1,2,33286.00,1,31,82,6,6,4.83,4.83,5,4.83,5,5,4.67,True ,8,4.86
6.08529E+17,within an hour,1,1,FALSE,True ,True ,0,Las Condes,-33.4083,-70.57263,Entire home/apt,9,3.5,4,7,190248.00,2,10,6,7,7,4.71,4.86,4.57,4.86,5,5,4.71,False ,1,4.67
5.90322E+17,within an hour,1,1,FALSE,True ,True ,6,Las Condes,-33.38428,-70.53147,Entire home/apt,5,2,2,3,95000.00,1,365,341,3,3,5,5,5,5,5,5,4.67,True ,8,1.08
5.90412E+17,within an hour,1,1,FALSE,True ,True ,0,Providencia,-33.422333,-70.614014,Entire home/apt,3,1,1,4,76320.00,2,365,324,1,1,5,5,5,5,5,5,5,True ,1,0.79
6.08547E+17,within an hour,1,0.98,FALSE,True ,True ,138,Lo Barnechea,-33.35482,-70.24871,Private room,3,1,1,1,354200.00,2,270,365,0,0,,,,,,,,False ,33,
6.08571E+17,within an hour,1,1,FALSE,True ,True ,0,Santiago,-33.43664,-70.65471,Entire home/apt,4,2,1,3,46429.00,1,365,322,0,0,,,,,,,,False ,1,
6.08608E+17,within an hour,1,1,FALSE,True ,True ,0,Las Condes,-33.42636,-70.57548,Private room,1,1,1,1,21000.00,2,15,359,2,2,5,5,5,5,5,5,5,False ,1,1.54
6.00565E+17,within an hour,0.93,0.91,FALSE,True ,True ,0,Las Condes,-33.43075,-70.5781,Private room,2,2,1,1,35000.00,2,365,364,1,1,5,5,5,5,5,5,5,False ,3,0.71
6.00569E+17,within an hour,0.88,0.76,FALSE,True ,False ,0,Santiago,-33.43927,-70.64921,Shared room,8,1,1,8,16000.00,1,365,365,1,1,1,1,1,4,5,5,1,True ,37,0.48
6.00589E+17,within an hour,0.8,1,FALSE,True ,False ,0,Las Condes,-33.40533,-70.57242,Entire home/apt,3,1,1,1,52856.00,5,365,202,1,1,5,5,5,5,5,5,5,True ,1,0.65
5.90463E+17,within a few hours,0.79,0.53,FALSE,True ,True ,12,Santiago,-33.43792,-70.65433,Entire home/apt,2,1,1,1,39990.00,1,365,365,2,2,5,5,5,5,5,5,5,False ,13,0.81
5.90479E+17,within an hour,0.92,0.98,FALSE,True ,True ,0,Providencia,-33.43566,-70.61676,Entire home/apt,6,2,3,5,114598.00,1,365,107,6,6,4.33,4.83,4.33,4.33,4.67,4.67,4.83,True ,20,3.21
6.00623E+17,Unknown,NaN,NaN,FALSE,True ,False ,0,Lo Barnechea,-33.34811,-70.29151,Private room,4,1,2,6,204281.00,2,10,167,0,0,,,,,,,,True ,2,
6.00676E+17,within a few hours,1,1,True ,True ,True ,0,Santiago,-33.43433,-70.65523,Entire home/apt,7,2,2,5,70000.00,1,1125,324,12,12,4.83,4.92,4.92,4.92,4.92,4.67,4.75,True ,3,5.07
6.08683E+17,Unknown,NaN,NaN,FALSE,False ,False ,0,Santiago,-33.44889,-70.64835,Private room,2,1,1,1,90000.00,1,365,365,0,0,,,,,,,,True ,1,
6.08691E+17,within a day,0.8,1,FALSE,True ,False ,0,La Florida,-33.51581,-70.60662,Private room,2,1,1,1,16000.00,1,1125,364,2,2,3,3,4,3,3,5,4.5,False ,1,1.03
5.90575E+17,within a day,0.63,0.88,FALSE,False ,True ,0,Santiago,-33.43727,-70.65447,Entire home/apt,6,2,2,5,60000.00,1,365,362,1,1,5,5,5,5,5,5,5,False ,3,0.77
6.00723E+17,within a few hours,1,0.96,FALSE,True ,True ,6,Santiago,-33.43445,-70.64423,Entire home/apt,1,1,1,1,13800.00,15,365,288,0,0,,,,,,,,False ,5,
5.90581E+17,within a day,1,1,FALSE,False ,True ,0,Las Condes,-33.41332,-70.57392,Private room,1,1,1,1,20000.00,6,365,363,2,2,5,5,5,5,5,5,5,False ,1,0.86
5.90754E+17,within an hour,0.87,1,FALSE,True ,True ,0,Santiago,-33.44624,-70.65247,Entire home/apt,3,1,1,2,41429.00,1,20,365,1,1,4,5,5,5,5,5,5,False ,3,0.5
6.00752E+17,Unknown,NaN,NaN,FALSE,True ,True ,1,Ñuñoa,-33.45124,-70.61964,Private room,1,1,1,2,30000.00,1,365,180,0,0,,,,,,,,True ,1,
6.00826E+17,within a few hours,1,1,FALSE,True ,True ,1,Las Condes,-33.40573,-70.56652,Entire home/apt,2,1,1,1,100000.00,2,365,264,0,0,,,,,,,,False ,3,
6.00915E+17,within a day,0.63,0.88,FALSE,False ,True ,0,Santiago,-33.43756,-70.65563,Entire home/apt,2,1,1,1,35000.00,1,365,364,1,1,5,5,5,5,5,5,5,False ,3,0.83
6.08918E+17,within an hour,0.73,0.9,FALSE,True ,False ,0,Santiago,-33.44248,-70.64499,Private room,1,1,1,1,24000.00,1,365,355,8,8,4.38,4.88,5,5,5,5,4.75,True ,2,3.87
6.08997E+17,within an hour,1,0.96,FALSE,True ,True ,7,Santiago,-33.43776,-70.64514,Entire home/apt,4,1,2,3,47142.00,3,90,83,3,3,5,4.67,5,5,5,5,5,True ,5,1.73
5.91071E+17,within a few hours,0.78,0.5,FALSE,True ,False ,0,Santiago,-33.44486,-70.63884,Private room,1,2,1,1,36481.00,2,7,88,1,1,5,5,5,5,5,5,5,False ,1,0.56
6.09094E+17,within a few hours,1,1,FALSE,True ,True ,0,Las Condes,-33.418152,-70.592003,Entire home/apt,4,2.5,3,4,90000.00,7,60,304,0,0,,,,,,,,True ,1,
6.01605E+17,within a few hours,0.88,0.85,FALSE,True ,False ,4,Las Condes,-33.40026,-70.57237,Entire home/apt,5,2,2,5,72000.00,2,365,335,0,0,,,,,,,,False ,5,
6.0199E+17,within a few hours,1,1,FALSE,True ,True ,0,Ñuñoa,-33.44977,-70.63104,Entire home/apt,2,1,2,1,25000.00,1,127,202,0,0,,,,,,,,True ,1,
5.9114E+17,within an hour,1,1,FALSE,True ,True ,1,Santiago,-33.43762,-70.63655,Entire home/apt,2,1,,1,24000.00,4,365,173,2,2,5,5,5,5,5,4.5,5,True ,1,1.58
6.02062E+17,within an hour,1,1,True ,True ,True ,0,Santiago,-33.44502,-70.63416,Entire home/apt,3,1,2,2,52429.00,2,365,346,5,5,5,5,5,5,5,5,5,True ,1,2.21
6.09287E+17,within an hour,0.95,1,FALSE,True ,True ,8,Providencia,-33.4335,-70.61692,Private room,3,1,1,2,25900.00,1,365,358,8,8,4.75,4.63,4.88,5,5,5,4.88,True ,8,4.29
6.09403E+17,within a day,0.6,1,FALSE,True ,False ,0,Santiago,-33.43688,-70.67495,Entire home/apt,3,2,2,2,28000.00,2,35,195,3,3,3.33,4,3,4,3.33,5,4,True ,1,2.09
6.09418E+17,within a day,0.8,0,FALSE,False ,False ,0,Santiago,-33.44834,-70.63389,Entire home/apt,2,1,1,1,45000.00,1,7,364,0,0,,,,,,,,False ,1,
5.91154E+17,within an hour,1,0.97,FALSE,True ,True ,8,Las Condes,-33.41715,-70.60274,Entire home/apt,6,2,2,4,79286.00,1,1125,343,1,1,4,3,4,4,4,5,3,True ,11,0.41
6.02139E+17,within an hour,1,0.96,FALSE,True ,True ,1,Las Condes,-33.38786,-70.5393,Entire home/apt,2,1,1,1,69000.00,2,1125,77,2,2,5,5,5,5,5,5,5,False ,2,1.03
6.02217E+17,within an hour,1,1,FALSE,True ,True ,0,Macul,-33.50588,-70.59049,Entire home/apt,3,2,2,2,36990.00,2,365,359,1,1,5,5,5,5,5,3,4,False ,1,0.79
6.09426E+17,within an hour,1,1,True ,True ,True ,3,Las Condes,-33.413277,-70.585411,Entire home/apt,4,2,2,2,70000.00,1,365,346,18,18,4.94,4.94,4.83,4.72,5,4.89,4.83,True ,7,9
5.91194E+17,within a day,0.63,0.88,FALSE,False ,True ,0,Santiago,-33.43684,-70.65594,Entire home/apt,5,1,2,4,55000.00,1,365,359,2,2,5,5,5,4.5,5,5,4,False ,3,1.07
5.91299E+17,within an hour,0.9,0.86,FALSE,True ,False ,0,Santiago,-33.434494,-70.668312,Private room,2,1,1,1,20000.00,1,365,365,3,3,5,5,5,5,5,5,5,False ,1,1.05
6.09487E+17,within an hour,1,0.75,FALSE,True ,True ,0,Las Condes,-33.4146,-70.57244,Entire home/apt,6,2.5,3,5,70000.00,14,365,281,0,0,,,,,,,,False ,1,
6.02358E+17,within a few hours,0.86,0.85,FALSE,True ,True ,9,Santiago,-33.44858,-70.63978,Entire home/apt,2,1,1,1,30000.00,2,365,365,1,1,4,5,4,5,5,4,4,False ,9,0.57
5.9186E+17,within an hour,1,0.86,FALSE,True ,True ,0,Las Condes,-33.418743,-70.563911,Entire home/apt,3,2,2,2,93000.00,3,365,69,1,1,5,5,5,5,5,5,5,True ,2,0.4
5.91868E+17,within a day,1,1,FALSE,True ,False ,2,Las Condes,-33.42476,-70.5892,Entire home/apt,4,2,2,3,79000.00,3,1125,338,1,1,5,5,5,5,5,5,5,True ,2,1
6.02615E+17,within an hour,1,1,FALSE,True ,True ,2,Las Condes,-33.41523,-70.60293,Entire home/apt,4,1,1,2,65714.00,1,365,364,2,2,5,5,5,5,5,5,5,True ,8,1.11
6.02632E+17,within a day,0.8,0.84,FALSE,True ,True ,3,La Florida,-33.52911,-70.57607,Entire home/apt,3,2,2,3,40000.00,2,365,353,2,2,5,5,5,5,5,5,5,False ,1,1.03
6.02755E+17,within an hour,1,1,FALSE,True ,True ,0,Vitacura,-33.40169,-70.58711,Entire home/apt,2,1,1,1,78000.00,2,365,355,0,0,,,,,,,,False ,26,
6.09523E+17,within a few hours,0.8,1,FALSE,False ,True ,1,Santiago,-33.43921,-70.65624,Entire home/apt,2,6,6,1,29280.00,1,60,365,1,1,2,3,3,3,1,5,1,True ,1,1
5.9187E+17,Unknown,NaN,NaN,FALSE,True ,True ,0,Providencia,-33.44563,-70.6228,Private room,1,1,1,1,75000.00,1,5,90,0,0,,,,,,,,False ,1,
6.02762E+17,within an hour,1,1,FALSE,True ,True ,0,Vitacura,-33.40154,-70.58587,Entire home/apt,2,1,1,1,78000.00,5,365,355,0,0,,,,,,,,False ,26,
5.9188E+17,within an hour,0.83,0.5,FALSE,True ,True ,0,Las Condes,-33.412262,-70.587891,Private room,1,1.5,1,1,25000.00,2,1125,115,0,0,,,,,,,,False ,1,
6.0277E+17,within an hour,1,1,FALSE,True ,True ,0,Vitacura,-33.40028,-70.58766,Entire home/apt,2,1,1,1,78000.00,5,365,258,1,1,5,5,5,5,5,5,5,False ,26,0.91
6.02787E+17,within an hour,1,1,FALSE,True ,False ,0,Ñuñoa,-33.44618,-70.58931,Entire home/apt,5,5,5,5,85000.00,1,365,135,0,0,,,,,,,,False ,1,
6.09545E+17,within a few hours,0.89,0.44,FALSE,True ,False ,0,Santiago,-33.43684,-70.64091,Entire home/apt,2,1,1,1,35000.00,3,14,355,0,0,,,,,,,,False ,1,
6.09577E+17,within an hour,1,0.5,FALSE,True ,False ,0,Macul,-33.483932,-70.600723,Entire home/apt,5,2,2,5,80000.00,1,365,363,0,0,,,,,,,,False ,1,
5.91911E+17,within a day,0.8,0.7,FALSE,True ,True ,0,Vitacura,-33.38967,-70.56919,Entire home/apt,5,3,3,3,90000.00,3,365,277,1,1,5,5,5,5,5,5,5,False ,1,0.41
5.91983E+17,within an hour,0.95,1,FALSE,True ,True ,0,Santiago,-33.438744,-70.644775,Private room,2,1,1,2,42857.00,1,1125,357,8,8,4.63,4.88,4.63,4.63,4.38,4.88,4.63,True ,4,6.32
6.09603E+17,a few days or more,0.4,0.5,FALSE,True ,True ,3,Santiago,-33.43696,-70.64744,Entire home/apt,4,1,1,2,42000.00,1,365,365,0,0,,,,,,,,False ,3,
6.02826E+17,within an hour,1,0.8,FALSE,True ,True ,0,Lo Barnechea,-33.3623,-70.51202,Entire home/apt,4,4,4,3,129000.00,2,6,329,3,3,4.33,5,4,4.33,5,4,4.33,True ,1,1.5
6.02845E+17,within an hour,1,0.92,FALSE,True ,True ,10,Recoleta,-33.42014,-70.6431,Entire home/apt,2,1,1,1,26000.00,1,1125,361,4,4,3.5,3.5,4,3.75,3.25,3.25,3.5,True ,10,2.03
6.02865E+17,within an hour,0.99,0.88,FALSE,True ,True ,37,Ñuñoa,-33.44783,-70.59823,Entire home/apt,3,1,1,2,55000.00,2,90,312,1,1,5,5,5,5,5,5,5,False ,21,0.61
6.02898E+17,within an hour,1,1,FALSE,True ,True ,0,Vitacura,-33.40136,-70.58791,Entire home/apt,2,1,1,1,78000.00,5,365,280,0,0,,,,,,,,False ,26,
5.92004E+17,within an hour,0.97,0.99,FALSE,True ,True ,0,Ñuñoa,-33.46366,-70.6009,Entire home/apt,4,1,2,2,40000.00,1,1125,306,20,20,4.9,4.9,4.85,4.95,4.95,4.95,4.95,True ,1,7.23
6.09628E+17,within an hour,1,0.98,True ,True ,True ,21,Lo Barnechea,-33.3343,-70.29052,Entire home/apt,6,2,3,5,230000.00,2,365,334,0,0,,,,,,,,True ,21,
5.92057E+17,a few days or more,0,NaN,FALSE,True ,False ,0,Providencia,-33.42256,-70.60584,Entire home/apt,4,1,1,1,54990.00,5,365,358,0,0,,,,,,,,False ,1,
6.09962E+17,within a few hours,1,0.96,FALSE,True ,True ,6,Santiago,-33.43605,-70.64613,Private room,1,1,1,1,12800.00,15,365,364,0,0,,,,,,,,False ,5,
6.09979E+17,within a few hours,1,NaN,FALSE,True ,False ,0,Vitacura,-33.40059,-70.59948,Private room,1,1,1,1,32000.00,1,5,364,0,0,,,,,,,,False ,1,
6.02908E+17,within an hour,1,NaN,FALSE,True ,True ,0,Independencia,-33.42117,-70.65895,Private room,2,1,1,1,23990.00,2,365,270,0,0,,,,,,,,True ,1,
6.02912E+17,within an hour,1,1,True ,True ,True ,3,Las Condes,-33.413433,-70.585503,Entire home/apt,4,2,2,2,72000.00,1,365,337,14,14,4.57,4.86,4.57,5,4.86,4.86,4.71,True ,7,7.92
5.92233E+17,within a few hours,1,1,FALSE,True ,True ,0,Estación Central,-33.45279,-70.69732,Entire home/apt,4,1,1,1,30000.00,2,60,172,2,2,5,5,5,5,5,5,5,True ,1,1
6.02928E+17,within an hour,1,1,FALSE,True ,False ,0,Las Condes,-33.41325,-70.57864,Entire home/apt,2,1,1,1,86293.00,2,1125,299,2,2,4.5,4.5,3.5,4.5,4.5,5,4.5,True ,1,1.11
5.92579E+17,within an hour,1,0.67,FALSE,True ,True ,0,Santiago,-33.44826,-70.65338,Private room,1,1,1,1,22500.00,3,1125,365,1,1,5,5,4,5,5,5,5,True ,1,0.68
6.02943E+17,within an hour,0.88,0.76,FALSE,True ,False ,0,Santiago,-33.43756,-70.65099,Private room,2,1,1,1,41714.00,1,365,365,0,0,,,,,,,,False ,37,
6.02973E+17,within an hour,1,0.92,FALSE,True ,True ,10,Recoleta,-33.41973,-70.64318,Entire home/apt,2,1,1,1,26000.00,1,365,364,2,2,3.5,4.5,4,5,4.5,4,3.5,True ,10,0.97
6.0302E+17,within an hour,1,1,FALSE,True ,True ,0,Providencia,-33.4348,-70.61427,Entire home/apt,2,1,1,2,50000.00,7,1125,349,2,2,4.5,5,5,5,4.5,5,4.5,False ,1,1.67
6.10148E+17,within an hour,1,0.99,True ,True ,True ,2,Las Condes,-33.41314,-70.56714,Entire home/apt,2,1,1,1,55000.00,1,365,342,8,8,4.38,4.5,4.25,4.38,5,5,4.5,True ,2,4.21
6.10155E+17,within a few hours,1,1,FALSE,True ,True ,0,Las Condes,-33.41079,-70.57337,Entire home/apt,6,3,3,4,152857.00,5,30,50,0,0,,,,,,,,False ,1,
5.92611E+17,within a day,0.5,NaN,FALSE,False ,False ,0,Providencia,-33.43359,-70.58596,Private room,1,1,1,1,30000.00,1,10,363,0,0,,,,,,,,True ,1,
6.10164E+17,within a few hours,0.86,0.5,FALSE,True ,True ,1,Providencia,-33.43516,-70.61496,Entire home/apt,3,2,3,2,50000.00,30,100,93,0,0,,,,,,,,False ,1,
6.03403E+17,within an hour,1,1,FALSE,True ,False ,0,Las Condes,-33.4041,-70.56101,Entire home/apt,2,1,1,1,70698.00,2,1125,359,2,2,4.5,5,4,5,5,5,4,True ,1,0.98
6.03414E+17,a few days or more,0.25,0,FALSE,True ,True ,0,Ñuñoa,-33.45962,-70.62372,Private room,1,1,1,1,18000.00,1,365,365,0,0,,,,,,,,False ,1,
5.92654E+17,within an hour,1,0.88,FALSE,True ,True ,0,Santiago,-33.44321,-70.64196,Entire home/apt,2,1,1,2,35990.00,2,60,82,4,4,5,5,5,5,5,5,5,True ,1,2.18
6.03448E+17,within a few hours,0.75,1,FALSE,True ,False ,0,Providencia,-33.44446,-70.63143,Private room,1,1.5,1,1,15000.00,3,60,294,0,0,,,,,,,,False ,1,
6.03558E+17,within a few hours,0.7,1,FALSE,True ,True ,0,Vitacura,-33.39359,-70.59249,Private room,2,1,1,1,25000.00,1,365,360,2,2,5,5,5,5,5,5,5,True ,1,1.07
6.03599E+17,within an hour,1,0.95,FALSE,True ,True ,12,Providencia,-33.43624,-70.62788,Entire home/apt,4,2,2,3,45000.00,2,365,365,0,0,,,,,,,,False ,10,
6.03601E+17,a few days or more,0,NaN,FALSE,False ,True ,0,Independencia,-33.409241,-70.657707,Shared room,2,1,1,1,30000.00,30,365,364,0,0,,,,,,,,True ,1,
6.0364E+17,within an hour,0.96,0.86,FALSE,True ,True ,2,Providencia,-33.43062,-70.6222,Private room,2,1,1,1,38286.00,1,365,365,3,3,3.33,3.33,3.33,3.67,3.33,3.67,3.33,False ,43,1.32
6.10234E+17,within a few hours,1,0.83,FALSE,True ,True ,0,Ñuñoa,-33.45592,-70.58563,Entire home/apt,3,2,2,2,50000.00,2,10,267,3,3,5,5,4,5,5,5,5,False ,1,1.76
6.10318E+17,within an hour,1,0.99,FALSE,True ,True ,0,Providencia,-33.42783,-70.60601,Private room,5,1,1,4,85000.00,1,365,365,1,1,5,5,5,5,5,5,5,True ,13,0.64
6.10653E+17,within an hour,0.9,1,FALSE,True ,True ,1,Quilicura,-33.352798,-70.749756,Private room,2,1,1,2,9000.00,1,365,363,0,0,,,,,,,,True ,1,
6.10691E+17,within an hour,0.87,0.98,FALSE,True ,True ,1,Santiago,-33.46107,-70.64938,Entire home/apt,2,1,1,1,31699.00,28,365,331,0,0,,,,,,,,False ,3,
