VarName1,ID,host_response_time,host_response_rate,host_acceptance_rate,hosTrue_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
3629,29533218,a few days or more,0,0,False,True,False,0,Las Condes,-33.42635,-70.5861,Entire home/apt,2,0,1,1,60000,4,365,357,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
3630,29534052,within an hour,0.96,0.98,False,True,True,7,Santiago,-33.43788,-70.64355,Entire home/apt,2,7,1,1,33613,1,30,261,50,17,4.78,4.8,4.6,4.98,4.96,4.94,4.64,True,7,1.12
3636,29570708,within an hour,1,0.91,False,True,True,3,Santiago,-33.44977,-70.65289,Entire home/apt,2,3,1,3,32000,25,30,171,38,0,4.79,4.92,4.71,4.89,4.89,4.87,4.76,False,5,0.86
3639,29607056,within a few hours,1,0.8,False,True,True,2,Santiago,-33.43482,-70.64662,Entire home/apt,2,2,1,1,32000,10,30,58,32,5,4.75,4.84,4.75,5,4.88,4.81,4.69,False,1,0.72
3640,31163033,Unknown,0,0,False,True,True,1,Santiago,-33.43703,-70.65365,Entire home/apt,3,1,1,1,25000,1,30,23,1,0,5,5,4,5,5,5,5,True,1,0.02
3642,29616234,within a few hours,1,1,False,True,False,1,Santiago,-33.4299,-70.67063,Entire home/apt,4,1,2,3,35000,5,30,220,18,10,4.56,4.56,4.33,4.61,4.72,4.5,4.61,False,1,0.41
3643,29621349,within a few hours,1,0.95,False,True,True,8,Santiago,-33.43938,-70.65746,Entire home/apt,5,8,3,4,40286,1,180,239,43,24,4.56,4.74,4.58,4.88,4.88,4.93,4.63,True,7,1.02
3644,30769659,Unknown,0,0,False,True,True,3,Santiago,-33.43794,-70.65376,Entire home/apt,2,3,1,1,9000,30,90,0,26,0,4.73,4.88,4.65,4.92,4.81,4.92,4.77,True,1,0.61
3646,31169556,within a day,0.82,1,False,True,True,1,Recoleta,-33.43444,-70.63745,Entire home/apt,5,1,2,4,26286,2,30,256,64,28,4.61,4.83,4.59,4.75,4.78,4.73,4.8,True,1,1.54
3649,31170084,Unknown,0,0,False,True,True,2,Santiago,-33.44582,-70.6432,Entire home/apt,3,2,2,2,30000,2,30,0,16,0,4.44,4.63,4.31,4.5,4.75,4.88,4.25,False,1,0.38
3650,29653044,within an hour,1,1,False,True,True,1,Las Condes,-33.39988,-70.57241,Entire home/apt,4,1,2,3,69562,5,30,301,44,20,4.65,4.81,4.53,4.86,4.91,4.93,4.58,True,1,1.05
3651,30794406,within an hour,0.98,0.99,False,True,True,14,Santiago,-33.43834,-70.64575,Entire home/apt,2,14,1,1,45856,1,30,361,37,26,4.51,4.7,4.46,4.81,4.68,4.92,4.54,True,15,0.93
3653,31173065,within an hour,1,0.98,True,True,True,2,Santiago,-33.43807,-70.64431,Entire home/apt,2,2,1,1,47143,2,30,157,98,35,4.86,4.96,4.88,4.88,5,4.96,4.69,True,1,2.32
3654,30799550,within an hour,1,1,False,True,True,0,Providencia,-33.42801,-70.59203,Entire home/apt,3,0,1,2,48000,3,30,122,2,2,5,5,4.5,5,5,5,5,True,1,1.82
3655,29654826,Unknown,0,0,False,True,True,1,Providencia,-33.4318,-70.62412,Entire home/apt,2,1,1,1,44027,3,30,77,46,0,4.93,4.98,4.96,5,5,4.98,4.89,True,1,1.05
3657,31189558,Unknown,0,1,False,True,False,0,Santiago,-33.45319,-70.66692,Entire home/apt,4,0,2,3,70000,2,30,360,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
3658,31208141,Unknown,0,0,False,True,True,1,La Reina,-33.44417,-70.55677,Entire home/apt,3,1,2,2,70000,2,365,364,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
3659,30799617,a few days or more,0,1,False,True,True,1,Santiago,-33.43303,-70.66059,Entire home/apt,2,1,1,1,30000,2,30,82,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
3660,30808271,a few days or more,0,0,False,True,True,1,Huechuraba,-33.35348,-70.67875,Entire home/apt,2,1,1,1,30000,2,30,88,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3661,31209399,within an hour,1,0.83,False,True,True,1,Providencia,-33.42595,-70.61477,Entire home/apt,5,1,2,5,56000,3,30,159,25,5,5,4.96,4.92,4.96,4.96,5,4.88,True,1,0.61
3663,30809774,within a few hours,1,0.64,True,True,True,1,Las Condes,-33.3943,-70.54918,Entire home/apt,4,1,2,3,50000,4,30,42,9,0,5,5,5,5,5,5,5,False,2,0.21
3666,31223078,Unknown,0,0,False,True,False,1,Providencia,-33.44202,-70.63173,Entire home/apt,3,1,1,2,30000,1,30,172,8,0,5,5,4.88,4.88,5,5,5,False,1,0.19
3671,31238093,within an hour,1,0.98,True,True,True,21,Santiago,-33.4414,-70.64632,Entire home/apt,2,21,1,1,22693,1,27,169,150,66,4.89,4.94,4.88,4.97,4.98,4.93,4.85,True,19,3.57
3676,31248497,a few days or more,0.33,0.6,False,True,False,3,Huechuraba,-33.38437,-70.60942,Entire home/apt,6,3,2,5,100000,2,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3680,29703667,Unknown,0,0,False,True,False,1,Santiago,-33.44459,-70.6421,Entire home/apt,2,1,1,1,19000,1,30,233,21,0,4.52,4.9,4.33,4.9,4.9,4.9,4.62,True,1,0.48
3684,30817537,within an hour,0.86,0.82,False,True,True,2,Vitacura,-33.39074,-70.59337,Entire home/apt,4,2,2,2,55000,7,60,21,11,1,4.38,4.38,4.63,4.88,4.38,4.38,4.5,True,1,0.26
3686,29709329,Unknown,0,0,False,True,True,2,Santiago,-33.44698,-70.65218,Entire home/apt,7,2,2,3,25000,1,30,172,6,0,5,5,5,4.83,5,5,4.83,False,2,0.14
3688,29733786,Unknown,0,0,False,True,True,1,Las Condes,-33.41621,-70.60008,Entire home/apt,2,1,1,1,70000,2,30,363,1,0,5,5,5,5,5,5,5,True,1,0.02
3696,30859099,within an hour,0.9,0.96,False,True,True,3,Santiago,-33.43666,-70.64495,Entire home/apt,2,3,1,1,27000,28,30,295,9,4,4.44,4.67,3.89,4.89,4.89,4.89,4.44,False,3,0.21
3698,30884029,within an hour,1,1,False,True,True,2,La Florida,-33.53557,-70.60837,Entire home/apt,8,2,4,6,100000,3,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3703,31285367,within a few hours,1,1,False,True,False,13,Providencia,-33.42943,-70.61897,Entire home/apt,2,13,1,1,45000,2,30,36,6,1,5,5,5,4.83,5,5,5,True,1,0.15
3705,31286190,Unknown,0,0,False,True,False,1,Ñuñoa,-33.45207,-70.63047,Entire home/apt,4,1,3,3,42000,4,30,172,20,1,4.6,4.85,4.9,4.6,4.75,4.95,4.8,False,1,0.49
3706,31289891,within a few hours,1,0.73,False,True,True,2,Providencia,-33.43053,-70.62001,Entire home/apt,3,2,2,2,38000,3,30,1,18,2,4.72,5,4.72,5,5,4.89,4.72,True,2,0.45
3709,31303557,within an hour,1,1,False,True,True,5,Santiago,-33.44948,-70.65483,Entire home/apt,5,5,2,4,52429,7,30,351,3,0,4.67,5,4.67,4.33,5,5,4.67,True,4,0.07
3710,31559295,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.4272,-70.61902,Entire home/apt,2,12,1,1,46714,1,30,324,36,26,4.86,4.89,4.94,5,4.89,4.94,4.86,False,10,0.88
3711,31560454,Unknown,0,1,False,True,False,1,San Miguel,-33.50412,-70.65602,Entire home/apt,4,1,2,3,32000,1,30,139,47,1,4.87,4.91,4.85,5,4.89,4.96,4.87,False,1,1.19
3713,30900838,Unknown,0,0.89,False,True,False,1,Santiago,-33.44394,-70.63376,Entire home/apt,4,1,3,4,30000,1,30,0,4,3,4.5,5,3.25,5,5,4.75,4.5,True,1,0.25
3714,30902424,within a few hours,0.67,1,False,True,False,2,Providencia,-33.43862,-70.61011,Entire home/apt,3,2,3,3,22800,1,310,174,4,0,5,5,5,5,5,5,5,False,1,0.1
3716,31303777,Unknown,0,0,False,True,True,1,Providencia,-33.42749,-70.6196,Entire home/apt,2,1,1,1,27000,1,30,172,26,0,4.21,4.54,4.29,4.71,4.58,4.88,4.29,True,1,0.62
3717,30902689,within an hour,1,1,False,True,True,3,Providencia,-33.42979,-70.63081,Entire home/apt,2,3,1,1,55219,2,100,353,88,17,4.48,4.57,4.44,4.82,4.72,4.82,4.49,True,2,2.09
3718,30902833,within an hour,1,0.98,True,True,True,2,San Miguel,-33.50423,-70.65238,Entire home/apt,2,2,1,1,30429,3,365,348,74,21,4.82,4.88,4.54,4.91,4.88,4.59,4.76,True,2,1.75
3719,30905303,Unknown,0,0,False,True,True,1,Providencia,-33.42808,-70.59426,Entire home/apt,5,1,3,3,59000,8,364,50,5,1,5,5,5,5,5,5,5,False,1,0.12
3721,31560935,within an hour,0.92,0.96,False,True,True,23,Las Condes,-33.41603,-70.58837,Entire home/apt,3,23,1,1,105726,1,365,193,110,50,4.74,4.77,4.8,4.81,4.75,4.96,4.68,True,10,2.76
3724,30908442,a few days or more,0,0,False,True,False,4,Lo Barnechea,-33.33662,-70.29036,Entire home/apt,12,4,4,12,400000,4,30,264,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,2,0
3727,30912826,within a day,1,1,False,True,False,1,Providencia,-33.41962,-70.61219,Entire home/apt,2,1,1,1,34127,2,30,0,2,0,4.5,5,5,5,5,4.5,5,True,1,0.05
3729,31574263,within an hour,1,1,False,True,True,2,Santiago,-33.44127,-70.63776,Entire home/apt,6,2,3,5,77000,1,30,228,110,40,4.75,4.81,4.55,4.83,4.94,4.88,4.73,True,3,2.65
3731,30915660,Unknown,0,0,False,True,False,2,Santiago,-33.4381,-70.66411,Entire home/apt,4,2,2,4,20000,14,60,264,3,0,5,5,4.5,4,5,5,5,True,2,0.07
3732,30916999,Unknown,0,0,False,True,False,2,Santiago,-33.47289,-70.66435,Entire home/apt,8,2,3,3,37000,89,30,203,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,2,0
3733,31315443,Unknown,0,0,False,True,False,1,Providencia,-33.42517,-70.5957,Entire home/apt,2,1,1,1,55000,6,30,364,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3736,31589569,within a few hours,1,0.75,False,True,True,1,Santiago,-33.43552,-70.65667,Entire home/apt,2,1,1,1,21890,30,30,1,52,0,4.88,4.92,4.71,4.92,4.96,4.88,4.92,False,1,1.27
3738,31356409,Unknown,0,0,False,True,False,1,Las Condes,-33.41398,-70.59842,Entire home/apt,2,1,2,1,65000,15,365,17,8,0,5,5,5,5,5,5,4.75,False,1,0.21
3740,31598026,within an hour,1,0.62,False,True,False,1,Providencia,-33.441,-70.61367,Entire home/apt,2,1,1,1,30500,3,30,51,18,1,4.83,4.72,4.83,4.89,5,5,4.67,False,2,0.44
3741,30930667,within a few hours,0.9,0.83,True,True,True,1,Ñuñoa,-33.4568,-70.62927,Entire home/apt,2,1,1,1,26500,22,100,72,24,5,4.92,4.96,4.92,4.96,5,4.67,4.83,False,2,0.57
3745,31362311,within a few hours,1,0.79,True,True,True,1,San Miguel,-33.49958,-70.65564,Entire home/apt,4,1,3,3,57000,2,30,83,29,15,4.93,4.93,4.9,4.97,4.97,4.93,4.86,False,1,0.7
3749,31622342,within a few hours,1,0.89,False,True,True,4,Providencia,-33.42898,-70.61816,Entire home/apt,5,4,2,4,42000,3,30,148,83,31,4.67,4.82,4.54,4.84,4.75,4.92,4.65,False,5,2.05
3751,31626492,within an hour,0.9,0.93,False,True,True,1,Santiago,-33.43763,-70.65521,Entire home/apt,4,1,2,2,36983,2,30,87,20,6,4.9,4.9,4.85,4.9,4.95,5,4.95,True,9,0.48
3752,31651225,within a few hours,0.9,0.44,False,True,True,1,Macul,-33.50225,-70.60223,Entire home/apt,2,1,2,2,30000,3,90,365,16,2,4.63,4.81,4.56,4.94,4.81,4.88,4.5,False,1,0.49
3753,30935636,within an hour,1,0.98,True,True,True,3,Santiago,-33.43741,-70.64417,Entire home/apt,2,3,1,1,25000,7,30,149,37,17,4.68,4.78,4.62,4.95,4.84,4.86,4.59,True,2,0.88
3754,31367008,within an hour,1,0.67,False,True,True,2,Pudahuel,-33.4549,-70.73934,Entire home/apt,6,2,3,5,65000,14,30,345,1,0,5,5,5,5,5,4,5,False,2,0.02
3755,30953732,Unknown,0,0,False,True,False,1,Providencia,-33.42428,-70.62051,Entire home/apt,3,1,2,2,75000,5,8,90,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3757,31675606,within an hour,0.83,0.99,True,True,True,7,Providencia,-33.4344,-70.62716,Entire home/apt,3,7,1,2,38571,2,30,53,133,47,4.73,4.8,4.58,4.89,4.87,4.89,4.63,True,5,3.21
3758,31371604,a few days or more,0,0,False,True,False,1,Santiago,-33.44798,-70.65303,Entire home/apt,3,1,1,1,35000,1,25,264,74,0,4.97,5,4.97,4.99,5,5,4.96,True,1,1.8
3760,30958563,within an hour,1,0,False,True,False,1,Lo Barnechea,-33.33387,-70.28713,Entire home/apt,8,1,4,9,320000,3,120,364,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3761,30958729,within an hour,1,1,True,True,True,2,Recoleta,-33.43032,-70.64128,Entire home/apt,4,2,2,4,48000,2,30,128,106,40,4.8,4.89,4.69,4.93,4.92,4.76,4.77,False,2,2.55
3763,31375904,a few days or more,0.4,0.97,False,True,True,0,Las Condes,-33.41404,-70.60275,Entire home/apt,5,0,2,2,49286,7,360,219,44,12,4.91,4.91,4.91,4.93,4.86,5,4.86,True,1,1.06
3765,30983444,within an hour,1,0.99,False,True,True,14,Providencia,-33.41966,-70.60968,Entire home/apt,2,14,1,1,70000,1,30,364,28,11,4.54,4.54,4.46,4.68,4.71,4.86,4.5,True,13,0.99
3766,30984064,within an hour,1,0.99,False,True,True,14,Providencia,-33.42024,-70.61063,Entire home/apt,2,14,1,1,77000,1,30,365,51,5,4.63,4.73,4.78,4.9,4.71,4.94,4.65,True,13,1.2
3770,30984434,within an hour,1,0.99,False,True,True,14,Providencia,-33.42025,-70.60927,Entire home/apt,4,14,2,2,200000,1,30,365,20,2,3.95,4.05,4.42,3.89,4.05,4.58,4,True,13,0.47
3771,30984680,within an hour,1,0.99,False,True,True,14,Providencia,-33.42152,-70.60931,Entire home/apt,2,14,1,1,73714,1,30,365,63,6,4.5,4.76,4.77,4.81,4.71,4.97,4.53,True,13,1.49
3772,31381658,within an hour,1,0.76,False,True,False,2,Providencia,-33.42815,-70.60678,Entire home/apt,3,2,2,3,25000,3,30,266,7,5,4.33,4.67,4.83,4.5,4.67,5,4.33,False,1,0.17
3773,31743423,within a few hours,0.8,0.82,False,True,False,1,Providencia,-33.43567,-70.60515,Entire home/apt,2,1,1,1,32000,2,30,34,4,3,5,5,5,5,5,5,5,True,1,0.14
3774,31381832,a few days or more,0,0,False,True,False,2,Providencia,-33.4199,-70.60821,Entire home/apt,5,2,1,3,39624,1,30,94,2,0,5,4.5,5,5,5,5,5,True,1,0.05
3775,31382387,within an hour,1,1,False,True,True,5,Santiago,-33.44641,-70.64617,Entire home/apt,3,5,2,3,41786,2,35,175,38,8,4.71,4.84,4.45,4.95,4.97,4.95,4.71,True,4,0.91
3778,31382418,Unknown,0,1,False,True,False,1,Providencia,-33.44848,-70.63151,Entire home/apt,6,1,3,3,50000,30,30,172,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3780,31383689,within an hour,1,0.99,True,True,True,1,Las Condes,-33.38721,-70.54067,Entire home/apt,2,1,1,1,60000,2,30,145,74,20,4.93,4.95,4.89,4.97,4.99,4.95,4.95,True,4,1.77
3781,31384044,within an hour,1,0.77,False,True,True,1,Santiago,-33.42815,-70.67349,Entire home/apt,5,1,3,4,39000,3,30,28,46,1,4.82,4.95,4.73,4.93,4.93,4.66,4.98,True,1,1.1
3784,31398399,within an hour,1,0.92,False,True,True,1,Vitacura,-33.399921,-70.57724,Entire home/apt,7,1,4,4,149691,10,30,255,16,5,4.94,4.94,4.94,4.88,5,4.94,4.81,True,1,0.39
3785,31401232,within an hour,1,1,False,True,True,1,Santiago,-33.43391,-70.65263,Entire home/apt,2,1,1,1,25500,12,30,334,32,8,4.56,4.78,4.53,4.78,4.66,4.69,4.69,True,1,0.8
3786,31408953,within a few hours,1,1,False,True,True,1,Santiago,-33.44226,-70.64281,Entire home/apt,2,1,1,1,25000,5,30,71,1,0,4,5,5,5,5,3,4,True,1,0.02
3787,30984864,within an hour,1,0.99,False,True,True,14,Providencia,-33.42001,-70.6091,Entire home/apt,4,14,2,2,120000,1,30,356,13,5,3.92,4.23,4.31,4.15,4.31,4.77,4.23,True,13,0.31
3789,31414043,Unknown,0,0,False,True,True,1,Cerrillos,-33.50975,-70.70731,Entire home/apt,6,1,3,4,220000,2,7,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3790,31414999,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42185,-70.61033,Entire home/apt,2,12,1,1,48714,1,30,319,14,4,4.71,4.71,5,5,4.79,5,4.86,False,10,0.33
3791,31415450,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42879,-70.61871,Entire home/apt,3,12,1,1,48571,1,30,338,90,36,4.71,4.74,4.9,4.83,4.78,4.99,4.69,False,10,2.24
3792,31415523,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42856,-70.6189,Entire home/apt,3,12,1,2,48357,1,30,354,41,17,4.56,4.56,4.76,4.73,4.68,4.93,4.56,False,10,1.01
3793,31415595,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42799,-70.61919,Entire home/apt,2,12,1,1,48000,1,30,337,16,9,4.94,4.94,4.63,5,5,4.88,4.75,False,10,0.45
3794,31439566,within a few hours,1,1,False,True,True,2,Ñuñoa,-33.45515,-70.58826,Entire home/apt,3,2,1,2,39600,6,30,124,10,0,4.9,5,4.5,5,5,5,4.8,False,1,0.24
3795,31807281,within an hour,1,1,False,True,True,1,Santiago,-33.45706,-70.67143,Entire home/apt,4,1,2,2,74846,3,30,357,4,3,5,5,5,5,5,5,5,False,1,0.14
3796,31808389,Unknown,0,0,False,True,True,1,Cerrillos,-33.50908,-70.72547,Entire home/apt,4,1,2,3,300000,3,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3799,31440007,Unknown,0,1,False,True,True,1,Providencia,-33.43413,-70.62814,Entire home/apt,3,1,2,3,132081,2,30,362,13,0,4.85,4.77,4.38,5,5,4.77,4.62,False,1,0.31
3801,31444706,within a few hours,0.96,0.99,False,True,True,1,Las Condes,-33.38352,-70.53075,Entire home/apt,3,1,1,2,48000,2,30,136,123,43,4.64,4.74,4.53,4.89,4.78,4.96,4.63,True,2,3.06
3802,31016024,within an hour,0.96,0.86,False,True,True,3,Las Condes,-33.41624,-70.60203,Entire home/apt,3,3,1,2,38857,2,30,69,63,15,4.56,4.66,4.56,4.85,4.82,4.95,4.58,False,2,1.48
3805,31465361,within a few hours,0.94,0.96,False,True,True,3,Providencia,-33.42261,-70.60914,Entire home/apt,3,3,1,3,40505,3,30,88,98,31,4.82,4.9,4.76,4.98,4.86,4.99,4.73,False,3,2.36
3806,31050957,within a day,0.7,0.79,False,True,True,0,Providencia,-33.42348,-70.61421,Entire home/apt,5,0,2,2,50000,2,30,295,6,2,4.67,4.67,5,5,5,5,4.17,False,1,0.14
3807,31835744,Unknown,0,0,False,True,False,1,Santiago,-33.4394,-70.641403,Entire home/apt,3,1,1,2,44990,1,7,332,3,3,5,5,5,5,5,5,5,False,1,3
3811,31850441,Unknown,0,0.88,False,True,False,2,Recoleta,-33.42519,-70.64708,Entire home/apt,4,2,2,3,45000,15,30,78,4,2,5,4.75,5,4.75,5,5,5,False,1,0.14
3812,31860543,within an hour,1,1,True,True,True,12,Las Condes,-33.39964,-70.57279,Entire home/apt,5,12,2,3,97143,2,365,335,54,46,4.98,4.96,4.98,4.93,5,4.96,4.85,True,12,2.83
3813,31864506,a few days or more,0.33,1,False,True,True,1,Santiago,-33.45769,-70.63045,Entire home/apt,2,1,1,2,20000,15,30,177,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3816,31887966,a few days or more,0.33,0,False,True,True,1,San Miguel,-33.48968,-70.66017,Entire home/apt,2,1,1,2,30819,3,30,49,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3818,32293836,within an hour,0.91,0.7,False,True,False,1,Santiago,-33.45294,-70.65839,Entire home/apt,3,1,1,2,32000,3,30,107,61,21,4.97,4.98,4.97,4.98,4.95,4.97,4.89,False,1,1.55
3820,31903959,within an hour,1,1,False,True,True,2,Lo Barnechea,-33.36118,-70.2588,Entire home/apt,3,2,1,1,193718,3,30,339,12,3,5,5,5,5,5,5,4.5,True,1,0.33
3821,31919019,Unknown,0,0,False,True,True,1,Santiago,-33.44179,-70.6602,Entire home/apt,4,1,1,3,40000,3,30,46,18,0,4.89,4.94,4.67,5,4.94,4.94,4.83,False,1,0.45
3824,32308910,within an hour,1,0.99,False,True,True,2,Ñuñoa,-33.4562,-70.58738,Entire home/apt,2,2,1,1,30000,1,30,54,88,31,4.66,4.83,4.88,4.88,4.64,4.86,4.64,True,2,2.16
3825,31470850,a few days or more,0,0.67,False,True,True,1,Maipú,-33.49068,-70.74363,Entire home/apt,5,1,3,3,160000,1,30,89,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3827,31930236,within a day,1,1,False,True,True,1,Las Condes,-33.40904,-70.54799,Entire home/apt,5,1,2,3,48430,3,30,95,20,11,4.7,4.85,4.45,4.95,4.95,4.95,4.7,True,1,0.49
3829,31497764,within an hour,1,0.97,False,True,True,6,Estación Central,-33.4584,-70.69102,Entire home/apt,2,6,1,1,20000,3,30,351,56,13,4.48,4.66,4.71,4.32,4.63,4.29,4.64,True,6,1.34
3830,31932513,within a day,0.8,0.75,False,True,False,1,Huechuraba,-33.38615,-70.60901,Entire home/apt,5,1,4,4,39206,5,10,141,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3831,31973673,within an hour,1,1,True,True,True,2,Las Condes,-33.39964,-70.57164,Entire home/apt,2,2,1,1,39990,3,30,223,86,44,4.87,4.93,4.78,4.91,4.92,4.98,4.92,True,2,2.62
3833,31507644,within an hour,0.9,0.89,False,True,True,2,Santiago,-33.43758,-70.64702,Entire home/apt,3,2,1,2,27000,3,90,1,25,1,4.92,4.92,4.92,5,5,5,4.8,True,2,0.61
3834,32317287,within an hour,1,0.9,True,True,True,3,Las Condes,-33.39428,-70.55052,Entire home/apt,4,3,2,5,70000,5,30,135,55,6,4.84,4.95,4.82,4.98,5,4.96,4.75,False,2,1.36
3836,31508502,within a few hours,0.7,0.3,False,True,False,8,Las Condes,-33.42251,-70.49051,Entire home/apt,2,8,1,1,45000,2,30,365,4,1,4.25,4.25,4.25,4.75,4.5,4.75,4.25,False,1,0.21
3837,31509021,within an hour,0.9,0.89,False,True,True,2,Santiago,-33.43665,-70.64833,Entire home/apt,3,2,1,1,27000,2,30,337,21,12,4.95,4.95,4.81,4.95,4.86,5,4.9,True,2,0.51
3838,32329567,within an hour,1,0.88,True,True,True,1,Santiago,-33.43741,-70.65794,Entire home/apt,2,1,1,1,16071,15,30,0,44,3,4.95,4.98,4.93,4.98,4.98,4.95,4.93,False,1,1.12
3840,31530965,a few days or more,0,0,False,True,False,1,Santiago,-33.43642,-70.67649,Entire home/apt,3,1,2,2,40000,2,30,179,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
3842,32338869,within an hour,0.88,0.29,False,True,True,1,Providencia,-33.42537,-70.60605,Entire home/apt,2,1,1,1,35222,7,30,266,2,2,5,5,5,5,5,5,5,False,1,0.23
3844,31536189,within an hour,1,0.63,False,True,True,2,Santiago,-33.43918,-70.63807,Entire home/apt,4,2,1,2,150000,2,30,362,19,0,4.68,4.68,4.47,4.79,4.79,4.58,4.58,False,2,0.66
3845,32338887,within an hour,1,0.95,True,True,True,8,Santiago,-33.44897,-70.64185,Entire home/apt,2,8,1,1,22000,8,30,269,44,5,4.98,4.98,4.89,5,5,4.84,4.77,False,10,1.09
3846,31541637,a few days or more,0,0,False,True,False,1,Providencia,-33.42447,-70.60797,Entire home/apt,2,1,2,2,40000,3,17,113,2,0,3,3,4,3,3,4,3,False,1,0.05
3848,32339612,within an hour,1,0.98,True,True,True,2,Ñuñoa,-33.45424,-70.58712,Entire home/apt,3,2,1,1,35500,2,30,155,92,49,4.88,4.92,4.88,4.97,4.9,4.9,4.89,True,2,2.27
3849,31987088,Unknown,0,0.33,False,True,True,2,Santiago,-33.43657,-70.64721,Entire home/apt,3,2,1,1,40000,5,30,230,5,0,5,5,5,5,4.8,5,4.8,False,2,0.13
3851,31556407,within an hour,1,0.96,False,True,True,2,Santiago,-33.44766,-70.63614,Entire home/apt,2,2,1,1,15000,10,30,199,30,7,4.7,4.9,4.43,4.87,4.87,4.9,4.63,False,1,0.76
3852,32003425,within an hour,1,1,False,True,True,1,Santiago,-33.43763,-70.6487,Entire home/apt,4,1,2,3,58999,4,30,158,27,12,4.69,4.81,4.62,4.92,4.81,4.92,4.65,False,1,0.75
3854,32006553,a few days or more,0,0.33,False,True,False,1,La Cisterna,-33.51777,-70.6529,Entire home/apt,4,1,2,3,23730,1,30,356,1,0,4,5,3,5,5,5,4,False,1,0.03
3855,32340001,within an hour,1,0.98,True,True,True,2,Ñuñoa,-33.45426,-70.58761,Entire home/apt,3,2,1,2,36629,2,30,125,102,48,4.88,4.96,4.78,4.99,4.9,4.96,4.86,True,2,2.52
3856,32955628,within an hour,1,1,False,True,True,14,Santiago,-33.43874,-70.64399,Entire home/apt,2,14,1,1,37571,1,30,357,75,47,4.8,4.93,4.8,4.95,4.93,4.91,4.8,False,14,1.91
3857,32340852,within an hour,1,0.99,False,True,True,2,Ñuñoa,-33.45409,-70.58769,Entire home/apt,2,2,1,1,30000,1,30,81,94,52,4.65,4.83,4.88,4.87,4.62,4.87,4.59,True,2,2.32
3859,32358240,Unknown,0,0,False,True,True,2,Maipú,-33.50073,-70.79609,Entire home/apt,6,2,4,6,105000,2,365,365,1,0,0,4.7,4.6,4.8,4.8,4.8,4.6,True,2,0.04
3860,32014680,within an hour,0.92,0.96,False,True,True,23,Las Condes,-33.4168,-70.58807,Entire home/apt,4,23,2,3,118556,1,365,157,65,37,4.58,4.78,4.77,4.78,4.54,4.97,4.78,True,10,2.86
3865,32358494,Unknown,0,0,False,True,True,2,Quilicura,-33.35087,-70.7409,Entire home/apt,5,2,3,5,95000,3,365,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,2,0
3867,32980283,within a day,1,0.81,False,True,True,2,Santiago,-33.45172,-70.65469,Entire home/apt,4,2,2,3,33000,2,30,321,20,15,4.5,4.6,4.15,5,4.8,4.8,4.2,False,2,0.58
3869,32981172,Unknown,0,0,False,True,True,1,Providencia,-33.42349,-70.60577,Entire home/apt,4,1,2,2,70000,2,365,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
3872,32988659,Unknown,0,0,False,True,False,0,Lo Barnechea,-33.35897,-70.30798,Entire home/apt,6,0,2,5,330342,1,365,354,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
