id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,Private room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
9704463,within an hour,1.00,0.96,True,1,True,True,Copacabana,-22.97846,-43.1906,Entire home/apt,3,1,1,2,$279.00,3,1125,24,154,30,4.95,4.98,4.95,4.99,4.99,5,4.87,False,1,1.95
53812012,within a day,1.00,0.46,False,0,True,False,Ipanema,-22.98504,-43.19935,Entire home/apt,4,1.5,1,3,$350.00,2,1125,346,2,2,5,5,5,5,5,5,5,False,1,0.35
30242149,a few days or more,0.00,0.00,False,1,True,False,Copacabana,-22.97161,-43.18598,Entire home/apt,6,2,2,2,$650.00,7,10,355,3,0,5,4.67,4.67,5,5,5,4,False,1,0.07
22410758,within a day,1.00,0.56,False,1,True,True,Copacabana,-22.96366,-43.17569,Entire home/apt,3,1,2,2,$297.00,2,21,357,2,2,4,4.5,4.5,5,5,5,4.5,False,1,0.53
441118,within an hour,1.00,0.20,True,57,True,True,Ipanema,-22.98479,-43.19978,Entire home/apt,2,1,1,1,$620.00,1,1125,365,5,0,4.8,4,4.6,5,5,4.75,4.6,False,56,0.04
52596645,within a day,0.80,0.87,True,0,True,False,Ipanema,-22.9846,-43.19668,Entire home/apt,5,1,1,2,$300.00,3,40,8,10,10,5,4.9,4.8,5,4.7,4.9,4.9,False,1,1.19
32565817,within an hour,1.00,0.93,False,2,True,True,Copacabana,-22.964359,-43.174473,Entire home/apt,7,1,1,5,$186.00,3,89,347,19,10,4.79,4.89,4.79,5,5,5,4.95,False,2,0.55
6704382,within an hour,0.97,0.95,True,36,True,True,Ipanema,-22.98437,-43.19999,Entire home/apt,6,3,3,3,"$3,098.00",3,1125,150,0,0,,,,,,,,False,29,
37587045,within an hour,1.00,0.78,False,9,True,True,Copacabana,-22.98164,-43.1943,Entire home/apt,5,1,1,1,$190.00,5,30,173,0,0,,,,,,,,False,11,
47338423,within a few hours,1.00,0.81,False,3,True,True,Ipanema,-22.98451,-43.19626,Entire home/apt,4,1.5,2,3,$400.00,1,1125,350,5,5,5,4.8,5,5,5,5,4.6,False,2,0.52
5.63E+17,within an hour,1.00,0.95,True,5,True,True,Copacabana,-22.96311,-43.17768,Entire home/apt,4,1,2,2,$166.00,2,365,43,9,9,4.89,5,4.89,5,5,4.78,5,True,6,2.31
52732420,within a few hours,1.00,0.91,True,0,True,True,Copacabana,-22.96327,-43.17806,Entire home/apt,3,1,1,2,$194.00,2,365,52,22,22,5,5,5,5,5,5,5,False,1,3.1
16175556,unknown,0.00,0.00,False,2,True,False,Copacabana,-22.97237,-43.18629,Entire home/apt,6,2,2,3,"$1,350.00",3,4,365,1,0,3,3,5,5,5,5,4,True,1,0.02
17419606,a few days or more,0.00,0.00,False,1,True,False,Copacabana,-22.98128,-43.19355,Entire home/apt,2,1,1,1,$350.00,10,1125,355,1,0,2,3,1,5,5,4,3,False,1,0.06
48256958,within an hour,1.00,1.00,True,0,True,True,Copacabana,-22.97842,-43.19162,Entire home/apt,3,1,1,2,$227.00,2,90,157,19,18,5,4.95,5,4.95,5,4.84,4.89,False,1,1.26
52918155,within a few hours,0.61,0.92,False,27,True,True,Ipanema,-22.98474,-43.19998,Entire home/apt,4,2,2,2,"$1,800.00",7,365,363,0,0,,,,,,,,False,39,
53937736,within a few hours,0.96,0.75,False,33,True,True,Ipanema,-22.98421,-43.1965,Entire home/apt,8,3.5,4,4,"$3,000.00",2,90,357,0,0,,,,,,,,False,27,
51704148,within an hour,1.00,0.38,False,1,True,False,Ipanema,-22.98474,-43.20004,Entire home/apt,2,1,,1,$900.00,2,1125,365,0,0,,,,,,,,False,2,
50775477,within a few hours,1.00,0.71,False,3,True,True,Ipanema,-22.98542,-43.1966,Entire home/apt,4,1,,2,$350.00,2,90,92,6,6,5,5,5,5,5,5,5,False,3,0.52
40679321,within an hour,1.00,1.00,True,0,True,True,Copacabana,-22.97901,-43.19112,Entire home/apt,5,2,2,2,$500.00,2,30,165,16,9,4.88,4.94,4.75,5,4.94,4.88,4.94,True,1,0.54
39836331,within a day,1.00,0.98,True,0,True,True,Copacabana,-22.97669,-43.18854,Entire home/apt,4,2,2,2,$194.00,3,1125,74,80,34,4.81,4.9,4.56,4.94,4.94,4.96,4.89,False,2,2.53
10985904,within an hour,0.86,0.50,False,1,True,True,Ipanema,-22.98446,-43.19639,Entire home/apt,5,2.5,2,2,"$1,100.00",5,30,179,1,1,5,5,5,5,5,4,4,False,1,0.18
22983700,within a few hours,1.00,0.80,False,3,True,True,Ipanema,-22.98433,-43.19664,Entire home/apt,3,2,2,3,$370.00,2,30,179,3,1,5,5,5,5,5,5,4.67,False,2,0.07
41974387,within an hour,1.00,0.50,False,7,True,True,Ipanema,-22.98469,-43.1972,Entire home/apt,6,1.5,3,6,$689.00,5,1125,45,0,0,,,,,,,,False,7,
14111755,a few days or more,0.00,0.80,False,2,False,False,Ipanema,-22.98471,-43.19729,Entire home/apt,4,1,1,3,$300.00,1,32,324,0,0,,,,,,,,True,2,
54066987,within an hour,1.00,1.00,False,3,True,False,Ipanema,-22.98524,-43.19677,Entire home/apt,2,1.5,1,1,$805.00,1,365,365,0,0,,,,,,,,False,3,
9206396,within an hour,1.00,0.20,True,57,True,True,Ipanema,-22.98479,-43.19683,Entire home/apt,4,2,2,3,$671.00,1,1125,361,0,0,,,,,,,,False,56,
26220434,within a day,0.75,0.56,False,9,True,True,Copacabana,-22.97076,-43.18467,Entire home/apt,7,2,2,7,$250.00,5,1125,324,37,9,4.97,4.97,4.95,4.95,4.95,4.95,4.78,False,10,0.78
2618255,a few days or more,0.00,0.00,False,4,True,True,Copacabana,-22.96444,-43.17449,Entire home/apt,6,5,2,2,"$1,200.00",1,1125,361,0,0,,,,,,,,False,4,
29054445,within an hour,1.00,1.00,True,1,True,True,Copacabana,-22.96346,-43.17391,Entire home/apt,4,1,,3,$110.00,3,1125,77,121,36,4.85,4.93,4.84,4.97,4.98,4.98,4.83,True,1,2.69
19805893,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96473,-43.17557,Entire home/apt,2,1,1,1,$750.00,1,1125,179,1,0,0,,,,,,,False,1,0.02
5.67E+17,within a day,0.60,1.00,False,1,True,False,Copacabana,-22.97052,-43.18578,Entire home/apt,4,2,2,3,$300.00,3,365,351,1,1,5,5,5,5,5,5,5,False,1,0.55
7342449,unknown,0.00,0.00,False,2,True,False,Ipanema,-22.98438,-43.19747,Entire home/apt,6,2.5,3,6,"$1,500.00",20,30,83,0,0,,,,,,,,True,1,
380887,within a few hours,1.00,0.91,True,1,True,False,Copacabana,-22.98419,-43.19254,Entire home/apt,6,1.5,3,7,$240.00,5,90,34,53,31,4.98,5,4.92,5,4.96,5,4.94,False,1,1.67
10674363,within an hour,0.87,1.00,False,126,True,True,Copacabana,-22.98477,-43.19291,Entire home/apt,5,2,3,3,$424.00,2,30,336,25,4,4.64,4.88,4.4,4.84,4.92,4.88,4.52,True,2,0.76
52399234,within an hour,1.00,1.00,False,0,True,True,Copacabana,-22.98506,-43.19177,Entire home/apt,6,2,2,3,$399.00,2,60,112,9,9,5,5,5,5,5,5,4.89,False,1,1.55
41131007,within an hour,1.00,1.00,True,0,True,False,Copacabana,-22.97859,-43.19061,Entire home/apt,2,1,1,1,$200.00,3,1125,33,32,21,4.97,4.94,4.91,5,5,5,4.91,True,1,1.08
29818511,within an hour,1.00,0.89,False,4,True,True,Copacabana,-22.97548,-43.18855,Entire home/apt,3,1,1,4,$143.00,3,100,237,81,20,4.86,4.93,4.89,4.96,4.98,4.96,4.8,True,3,1.85
32068146,within an hour,1.00,1.00,True,1,True,True,Copacabana,-22.96361,-43.17614,Entire home/apt,4,1,1,3,$170.00,3,14,61,69,29,4.9,4.93,4.86,4.99,4.88,4.94,4.81,True,1,1.7
53867110,within a few hours,0.80,0.72,False,10,True,True,Copacabana,-22.97025,-43.18505,Entire home/apt,4,1,1,2,$349.00,4,1125,150,2,2,5,5,5,5,5,5,5,False,11,0.39
53073359,within an hour,1.00,0.75,False,0,True,True,Copacabana,-22.98521,-43.19254,Entire home/apt,2,1,1,2,$220.00,3,30,110,0,0,,,,,,,,True,1,
13960168,within a few hours,1.00,0.71,False,2,True,True,Copacabana,-22.98532,-43.19221,Entire home/apt,4,1,1,2,$295.00,5,1125,164,5,1,5,5,4.8,5,4.6,4.6,4.8,True,1,0.07
10563225,within an hour,1.00,1.00,False,1,True,False,Copacabana,-22.98523,-43.19213,Entire home/apt,6,3.5,3,3,$460.00,15,1125,306,1,1,5,5,5,4,5,5,5,False,1,0.28
3130466,within an hour,1.00,1.00,False,6,True,True,Copacabana,-22.96364,-43.17662,Entire home/apt,4,1,1,3,$170.00,7,60,151,63,6,4.47,4.48,4.4,4.71,4.74,4.87,4.4,True,5,0.71
6.06E+17,within an hour,1.00,0.70,False,13,True,True,Copacabana,-22.96879,-43.18454,Entire home/apt,4,2,2,3,$500.00,1,365,51,1,1,5,5,3,5,5,5,4,False,15,0.51
53735553,within a day,1.00,0.00,False,1,True,True,Copacabana,-22.96844,-43.18345,Entire home/apt,15,3,3,1,"$1,000.00",7,30,89,0,0,,,,,,,,False,2,
53215568,within an hour,1.00,0.99,False,9,True,True,Copacabana,-22.96345,-43.17433,Entire home/apt,4,1,,1,$146.00,1,30,213,2,2,4,4,4,4.5,5,4.5,4,True,6,0.61
6.36E+17,unknown,0.00,1.00,False,0,True,True,Copacabana,-22.98694,-43.19099,Entire home/apt,2,1,1,2,$275.00,1,365,348,0,0,,,,,,,,True,130,
47044884,within an hour,1.00,1.00,True,0,True,True,Copacabana,-22.98608,-43.19095,Entire home/apt,2,1,,1,$234.00,4,14,88,70,46,5,4.99,5,4.97,5,4.99,4.96,False,1,3.94
5.54E+17,within an hour,0.98,0.99,False,35,True,True,Copacabana,-22.97604,-43.1881,Entire home/apt,5,1,1,4,$214.00,1,365,174,0,0,,,,,,,,True,35,
904873,within an hour,1.00,0.20,True,57,True,True,Copacabana,-22.98506,-43.1931,Entire home/apt,2,1,1,1,$258.00,3,1125,357,10,1,4.89,4.89,5,4.67,4.67,5,4.44,False,56,0.09
51594982,,,,,,,,Copacabana,-22.98583,-43.19066,Entire home/apt,5,1,1,3,$241.00,1,365,254,19,19,4.26,4.37,4.63,4.63,4.63,4.68,4.42,True,112,1.95
5.98E+17,within an hour,1.00,1.00,True,9,True,True,Copacabana,-22.98658,-43.19128,Entire home/apt,4,1.5,1,1,$220.00,2,365,130,2,2,5,5,5,5,4.5,5,5,False,8,0.79
11256105,within an hour,1.00,0.97,True,1,True,False,Copacabana,-22.9859,-43.19073,Entire home/apt,5,2,2,3,$155.00,3,1125,108,40,19,4.85,4.85,4.85,4.92,5,4.95,4.74,False,1,0.56
272335,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.9623,-43.17389,Entire home/apt,4,1,1,1,$136.00,3,29,311,231,17,4.93,4.93,4.91,4.97,4.99,4.96,4.86,True,1,1.8
13181940,within an hour,1.00,1.00,False,1,True,True,Copacabana,-22.96651,-43.17875,Entire home/apt,10,2,3,4,$369.00,5,1125,100,37,8,4.65,4.59,4.51,4.84,4.86,4.86,4.65,True,1,0.56
52658740,within a day,0.50,0.48,False,6,True,True,Copacabana,-22.98539,-43.19208,Entire home/apt,5,1,1,4,$264.00,15,365,180,1,1,1,1,1,1,1,3,1,True,7,0.26
41343277,a few days or more,0.00,0.29,False,2,True,True,Copacabana,-22.97154,-43.18711,Entire home/apt,4,1,1,,$550.00,2,1125,359,0,0,,,,,,,,False,2,
54039299,within a few hours,0.90,0.83,False,1,True,True,Copacabana,-22.98513,-43.1924,Entire home/apt,2,1,1,1,$310.00,2,1125,322,3,3,5,4.67,4.67,4.67,5,5,4.67,False,1,0.8
20872533,within an hour,1.00,0.98,True,1,True,True,Copacabana,-22.98699,-43.19154,Entire home/apt,4,2,2,2,$307.00,3,20,50,101,36,4.93,4.99,4.86,4.99,5,4.98,4.79,False,1,2.53
47117980,within a few hours,0.99,0.93,True,16,True,True,Copacabana,-22.98577,-43.1915,Entire home/apt,8,2,2,6,$205.00,1,1125,160,46,29,4.57,4.59,4.37,4.83,4.74,4.96,4.52,False,20,2.54
40532060,within an hour,0.67,1.00,False,1,True,False,Copacabana,-22.96525,-43.17636,Private room,3,1,1,3,$180.00,3,15,173,10,5,5,4.9,4.9,5,5,5,5,True,1,0.34
16677608,within an hour,0.97,0.79,True,245,True,True,Ipanema,-22.98517,-43.20026,Entire home/apt,10,3,3,5,$689.00,3,1125,69,4,0,5,5,4.75,5,5,5,4.75,False,184,0.06
27808818,within a few hours,1.00,0.97,True,6,True,True,Copacabana,-22.97965,-43.19047,Entire home/apt,4,1,1,2,$120.00,4,1125,199,68,27,4.82,4.99,4.74,5,4.96,4.96,4.85,False,4,1.48
6.47E+17,within an hour,1.00,0.65,False,16,True,True,Copacabana,-22.96551,-43.18014,Entire home/apt,2,1,1,1,$190.00,7,90,173,0,0,,,,,,,,False,18,
11827981,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.97116,-43.18692,Entire home/apt,4,1,1,2,"$10,000.00",1,1125,365,0,0,,,,,,,,False,1,
50331533,within a day,0.67,0.71,False,3,True,True,Copacabana,-22.96537,-43.17655,Private room,1,1.5,1,1,$150.00,4,10,201,1,1,5,5,5,5,5,5,5,False,4,0.19
2758806,within an hour,1.00,0.95,False,10,True,True,Copacabana,-22.9796,-43.19085,Entire home/apt,3,1,1,2,$120.00,5,60,212,43,20,4.45,4.61,4.49,4.61,4.61,4.8,4.59,False,6,0.51
17140602,within a day,1.00,0.33,False,1,True,False,Copacabana,-22.96415,-43.17511,Entire home/apt,4,1,1,1,"$1,000.00",2,1125,83,8,0,4.71,5,4.43,5,4.86,4.86,4.71,False,1,0.13
2225132,a few days or more,0.00,0.50,False,4,True,True,Copacabana,-22.9704,-43.18695,Entire home/apt,4,1.5,2,3,$700.00,5,15,358,4,1,5,4.75,4.75,5,5,5,4.5,False,3,0.04
47136339,unknown,0.00,1.00,False,0,True,True,Copacabana,-22.96315,-43.17788,Entire home/apt,2,1,1,2,$320.00,1,365,325,2,1,3.5,4,4.5,5,4.5,5,3.5,True,130,0.12
17990663,within a few hours,1.00,0.59,False,2,True,True,Copacabana,-22.96607,-43.1796,Entire home/apt,7,2,2,6,$199.00,3,20,343,15,5,4.64,4.64,3.93,4.57,4.64,4.71,4.36,False,1,0.36
54294143,within an hour,1.00,1.00,False,0,True,True,Copacabana,-22.979168,-43.191231,Entire home/apt,3,1,1,2,$245.00,4,365,201,4,4,5,5,5,5,5,5,4.75,True,3,1.07
567300,a few days or more,0.00,1.00,False,3,True,False,Copacabana,-22.96534,-43.17647,Private room,2,1,1,2,$821.00,1,30,365,6,0,4.8,4,4,4.8,5,4.8,4,False,4,0.05
1010761,within an hour,1.00,0.20,True,57,True,True,Ipanema,-22.98528,-43.20015,Entire home/apt,6,2,3,4,"$1,549.00",2,1125,365,0,0,,,,,,,,False,56,
18438494,a few days or more,0.00,0.00,False,1,True,True,Copacabana,-22.9705,-43.18599,Entire home/apt,6,1,2,3,$800.00,5,6,178,5,0,5,5,5,5,5,5,5,False,1,0.08
15950533,within a few hours,1.00,1.00,True,1,True,True,Copacabana,-22.9794,-43.19088,Entire home/apt,4,2,2,2,$220.00,3,1125,177,46,8,4.83,4.76,4.67,4.96,4.96,4.87,4.67,True,2,0.69
1885515,within an hour,1.00,0.72,True,1,True,True,Copacabana,-22.98682,-43.19142,Entire home/apt,2,1,,1,$268.00,2,1125,245,28,9,4.82,4.86,4.86,4.89,4.93,5,4.79,False,1,0.31
5.49E+17,a few days or more,0.00,0.31,False,3,True,True,Ipanema,-22.984304,-43.199326,Entire home/apt,7,3,3,5,"$1,150.00",1,1125,365,1,1,5,5,5,5,5,5,5,False,3,0.27
1702387,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96415,-43.17563,Entire home/apt,4,1,1,1,$986.00,7,30,365,1,0,5,5,5,5,5,5,5,False,1,0.01
40391896,within an hour,1.00,1.00,False,45,True,True,Copacabana,-22.965555,-43.178829,Entire home/apt,10,3,4,5,$959.00,1,1125,168,15,1,4.8,4.73,4.67,4.8,4.8,4.93,4.47,True,53,0.52
540421,within a day,0.78,0.00,False,5,True,False,Copacabana,-22.97034,-43.18662,Entire home/apt,6,2,4,5,"$1,000.00",5,1125,362,3,0,4.67,4.67,4.67,5,5,5,4.67,False,5,0.04
1771618,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.97043,-43.18639,Entire home/apt,4,2,2,2,"$4,130.00",15,1125,365,1,0,5,5,5,5,5,4,5,False,1,0.01
28535778,within an hour,1.00,1.00,False,2,True,False,Copacabana,-22.97922,-43.1908,Entire home/apt,2,1,1,2,$148.00,2,16,50,5,3,4.8,5,5,5,5,5,5,False,2,0.11
51677706,unknown,0.00,1.00,False,0,True,True,Copacabana,-22.96292,-43.17822,Entire home/apt,2,1,1,1,$250.00,4,20,13,0,0,,,,,,,,False,1,
53094514,within an hour,1.00,0.95,True,35,True,True,Copacabana,-22.978868,-43.191345,Entire home/apt,4,1,1,2,$220.00,4,1125,178,11,11,5,5,5,5,5,5,4.91,True,34,1.74
32585793,unknown,0.00,0.00,False,2,True,False,Copacabana,-22.96335,-43.17842,Entire home/apt,5,1,1,2,$196.00,3,15,229,10,4,4.6,4.8,4.8,4.8,5,4.9,4.5,False,1,0.28
50987324,within an hour,1.00,0.96,True,1,True,True,Copacabana,-22.97844,-43.19112,Entire home/apt,3,1,1,1,$336.00,4,1125,259,15,15,4.87,4.93,4.73,4.8,4.8,4.87,4.8,False,1,1.47
28031662,within an hour,0.97,0.79,True,245,True,True,Copacabana,-22.98443,-43.19216,Entire home/apt,5,1,,3,$155.00,3,1125,156,1,0,5,5,5,5,5,5,5,False,184,0.03
40681455,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.9699,-43.18684,Entire home/apt,6,1,,4,"$1,807.00",2,5,362,0,0,,,,,,,,False,1,
46105047,within a few hours,0.91,0.75,True,40,True,True,Copacabana,-22.98511,-43.19272,Entire home/apt,4,1,1,2,$249.00,3,365,165,5,2,5,5,4.8,5,5,5,5,False,27,0.28
567338,a few days or more,0.00,1.00,False,3,True,False,Copacabana,-22.96566,-43.17654,Private room,2,1,1,1,$821.00,1,30,365,9,0,4.89,4.89,5,4.89,4.5,5,4.67,False,4,0.07
53308433,within an hour,0.97,0.99,True,3,True,True,Copacabana,-22.96552,-43.18017,Entire home/apt,6,2.5,3,3,$750.00,20,1125,88,0,0,,,,,,,,False,5,
39609046,within an hour,1.00,0.79,False,4,True,True,Copacabana,-22.96932,-43.18534,Entire home/apt,2,1,1,1,$257.00,6,75,186,1,0,5,5,5,5,5,5,4,False,4,0.05
5.54E+17,within an hour,1.00,0.71,True,22,True,True,Copacabana,-22.98697,-43.19174,Entire home/apt,4,2.5,2,2,"$1,989.00",1,365,361,2,2,5,5,5,5,5,5,4.5,False,14,0.67
50312212,within a few hours,0.99,0.93,True,16,True,True,Copacabana,-22.9858,-43.19065,Entire home/apt,6,1,3,3,$241.00,1,1125,328,34,34,4.71,4.71,4.85,5,5,4.97,4.68,False,20,2.8
5.77E+17,within an hour,1.00,0.98,False,0,True,True,Copacabana,-22.9626,-43.17864,Entire home/apt,7,1,2,5,$180.00,1,30,190,8,8,4.75,4.63,4.75,4.5,4.75,4.88,4.5,True,2,2.38
52550104,within an hour,1.00,1.00,False,4,True,True,Copacabana,-22.985237,-43.192905,Entire home/apt,6,1.5,2,3,$580.00,3,365,346,2,2,5,5,5,5,5,5,5,True,3,0.54
47114912,within an hour,1.00,1.00,True,12,True,True,Copacabana,-22.98673,-43.19107,Entire home/apt,4,1,1,3,$400.00,1,89,109,21,12,4.67,4.67,4.81,4.86,4.9,4.9,4.52,True,12,1.18
46433821,within a few hours,1.00,0.00,False,53,True,True,Copacabana,-22.96637,-43.17894,Entire home/apt,7,2,3,1,$630.00,90,90,179,0,0,,,,,,,,False,44,
6.29E+17,within an hour,0.90,1.00,False,0,True,False,Copacabana,-22.96879,-43.18455,Entire home/apt,5,2,2,3,$290.00,2,30,102,0,0,,,,,,,,False,1,
30284642,within an hour,0.98,0.99,False,111,True,True,Copacabana,-22.98529,-43.19223,Entire home/apt,5,2,2,3,"$1,101.00",1,365,338,3,0,4.67,5,4.67,5,5,5,4.67,True,30,0.07
6.09E+17,within an hour,1.00,1.00,False,14,True,True,Copacabana,-22.96942,-43.18523,Entire home/apt,9,1,3,5,$550.00,1,365,349,0,0,,,,,,,,False,14,
51680556,within a day,0.75,0.71,False,1,True,True,Copacabana,-22.96268,-43.17777,Entire home/apt,2,1,1,1,$300.00,3,365,114,5,5,5,5,5,5,4.8,5,5,False,1,0.59
53608783,within a few hours,1.00,0.83,False,518,True,True,Copacabana,-22.98573,-43.19163,Entire home/apt,6,2,3,3,$349.00,1,365,292,13,13,4.08,4.15,3.62,4.08,4.54,4.54,4.15,False,27,2.2
31559080,within a few hours,0.57,0.80,False,2,True,True,Copacabana,-22.96341,-43.17832,Entire home/apt,3,1,1,1,$270.00,5,1125,345,4,1,4.75,4.75,4.25,4.75,4.75,4.75,4.5,True,1,0.14
52585130,,,,,,,,Copacabana,-22.98586,-43.19138,Entire home/apt,4,1,1,2,$261.00,1,365,199,12,12,4.92,5,4.83,5,5,5,4.92,True,112,1.53
48142113,within an hour,1.00,1.00,False,45,True,True,Copacabana,-22.963032,-43.177376,Entire home/apt,7,2,2,5,$830.00,1,365,113,9,8,5,5,5,5,5,4.89,4.89,True,53,0.71
6.08E+17,within an hour,0.90,1.00,False,2,True,False,Copacabana,-22.96315,-43.17752,Entire home/apt,4,1,1,2,$184.00,2,10,165,1,1,5,5,5,5,5,5,5,True,2,1
49246167,a few days or more,0.25,0.33,False,2,True,True,Copacabana,-22.97567,-43.1926,Private room,1,1,1,1,$115.00,1,30,361,0,0,,,,,,,,True,2,
53999666,unknown,0.00,0.00,False,0,True,False,Copacabana,-22.96859,-43.18468,Entire home/apt,3,1,1,1,$500.00,4,10,338,0,0,,,,,,,,False,1,
28238074,within a day,0.80,0.43,False,4,True,False,Copacabana,-22.98121,-43.19199,Private room,2,1,1,1,$100.00,5,30,80,34,5,4.68,4.85,4.74,4.97,4.74,4.94,4.62,False,4,0.75
13128906,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.98607,-43.19077,Entire home/apt,3,1.5,1,2,$400.00,2,90,81,33,0,4.91,4.85,4.94,4.88,4.94,4.88,4.84,False,2,0.5
6.05E+17,within a day,0.50,0.75,False,1,True,True,Copacabana,-22.96995,-43.18668,Shared room,1,1,1,1,$49.00,1,365,347,1,1,5,5,5,5,5,5,5,False,2,0.5
40403232,unknown,0.00,0.00,False,0,True,False,Copacabana,-22.96333,-43.17738,Entire home/apt,4,1,1,2,$190.00,30,90,89,2,0,2.5,2.5,3.5,3,3,4,3.5,True,1,0.07
22922245,a few days or more,0.00,0.00,False,1,True,False,Copacabana,-22.97573,-43.19176,Private room,2,1,1,2,$115.00,1,10,1,51,0,5,5,5,5,5,4.98,4.96,False,1,0.96
21157859,within a few hours,0.70,0.99,True,7,True,True,Copacabana,-22.97876,-43.19117,Entire home/apt,4,1,1,4,$155.00,2,89,84,35,8,4.85,4.82,4.94,5,4.88,4.97,4.79,True,6,0.65
746187,within a few hours,0.83,0.53,False,2,True,True,Copacabana,-22.97642,-43.18834,Entire home/apt,4,1,1,1,$189.00,2,1125,330,34,5,4.82,4.81,4.78,4.91,4.88,4.97,4.66,False,1,0.29
5.46E+17,a few days or more,0.00,0.57,False,0,True,True,Copacabana,-22.96258,-43.174355,Entire home/apt,4,1,1,2,$200.00,3,365,15,2,2,5,5,5,5,5,5,5,False,1,0.54
22650513,within a few hours,1.00,0.89,True,8,True,True,Copacabana,-22.98652,-43.19051,Entire home/apt,6,2,2,4,$269.00,4,90,80,81,25,4.9,4.88,4.86,4.95,5,5,4.83,False,6,1.55
8649086,within an hour,1.00,0.71,False,11,True,True,Copacabana,-22.97554,-43.18868,Entire home/apt,4,1,1,2,$220.00,3,90,0,3,1,4.67,5,5,5,5,5,5,False,8,0.04
5.53E+17,within a day,0.75,1.00,False,0,True,True,Copacabana,-22.97673,-43.19224,Private room,5,1,3,2,$450.00,5,10,263,0,0,,,,,,,,False,1,
14707226,within an hour,1.00,1.00,False,2,True,True,Ipanema,-22.98711,-43.19043,Entire home/apt,4,1,2,2,$160.00,2,1125,0,120,0,4.73,4.83,4.72,4.9,4.94,4.95,4.71,False,2,1.71
26708836,unknown,0.00,0.00,False,6,True,False,Copacabana,-22.98534,-43.19182,Entire home/apt,6,3.5,3,4,"$1,008.00",120,1125,353,0,0,,,,,,,,False,1,
53404265,within a few hours,1.00,0.85,True,0,True,True,Copacabana,-22.978807,-43.190331,Entire home/apt,4,1,1,2,$364.00,4,1125,356,10,10,4.9,5,4.9,5,5,5,4.8,False,1,1.58
14633798,within an hour,0.94,0.98,False,15,True,True,Copacabana,-22.97657,-43.18874,Entire home/apt,5,1,1,3,$248.00,3,1125,158,12,2,4.67,5,4.33,5,5,4.92,4.92,True,16,0.18
18022592,within a few hours,1.00,0.86,False,3,True,True,Copacabana,-22.97945,-43.1914,Entire home/apt,4,2,1,1,$294.00,3,90,224,15,2,4.6,4.73,4.67,4.73,4.6,4.93,4.47,False,2,0.26
47818164,unknown,0.00,1.00,False,2,True,True,Copacabana,-22.97564,-43.19245,Private room,2,1.5,1,1,$400.00,3,365,365,0,0,,,,,,,,True,1,
47730219,within a day,0.60,0.98,False,7,True,True,Copacabana,-22.97991,-43.19218,Private room,6,1,1,6,$111.00,1,365,44,1,1,5,5,5,5,5,5,5,True,7,0.52
46392349,a few days or more,0.00,0.00,False,1,True,True,Copacabana,-22.97684,-43.19194,Private room,2,1,2,3,$200.00,1,7,88,0,0,,,,,,,,False,1,
51553466,within an hour,1.00,0.99,False,9,True,True,Copacabana,-22.96335,-43.17353,Entire home/apt,4,1,1,2,$171.00,1,30,217,7,7,4.14,4.29,4,3.86,4.43,4.43,4.43,True,6,0.68
51799931,within a few hours,1.00,0.85,True,21,True,True,Copacabana,-22.979261,-43.191032,Entire home/apt,2,1,1,1,$280.00,4,1125,138,2,2,5,5,5,5,5,5,5,False,30,0.24
53850215,within an hour,1.00,1.00,True,0,True,True,Copacabana,-22.97972,-43.19131,Entire home/apt,4,1,1,2,$140.00,2,62,168,7,7,4.86,5,4.71,5,5,5,4.86,True,1,1.23
11267020,within a few hours,0.90,0.50,False,3,True,True,Copacabana,-22.98027,-43.19407,Private room,3,2,2,5,"$1,037.00",5,1125,313,1,0,4,4,3,3,4,4,3,False,2,0.01
47203641,unknown,0.00,1.00,False,1,True,True,Copacabana,-22.9759,-43.19282,Private room,2,1,,1,"$2,000.00",1,10,365,0,0,,,,,,,,True,1,
16761967,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96942,-43.18547,Entire home/apt,5,1,1,5,"$1,000.00",7,7,365,0,0,,,,,,,,True,1,
9333177,within an hour,1.00,0.95,True,35,True,True,Copacabana,-22.97601,-43.18818,Entire home/apt,6,2,3,3,"$1,700.00",3,90,227,2,0,3.5,3.5,3.5,3.5,4.5,5,3.5,False,34,0.03
23164599,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96883,-43.18573,Entire home/apt,2,1,1,1,$450.00,1,1125,364,0,0,,,,,,,,False,1,
