,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
617,6728275.0,unknown,0.0,0.0,False,1,True,False,Tlalpan,19.27701,-99.21621,Entire home/apt,2,1.0,1.0,1.0,710.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
618,6731333.0,within an hour,1.0,0.0,False,1,True,False,Miguel Hidalgo,19.43325,-99.18953,Private room,2,1.0,1.0,2.0,532.0,1,1125,356,21,0,4.8,4.75,4.6,4.85,4.9,4.95,4.75,False,1,0.26
619,7383989.0,a few days or more,0.0,0.0,False,1,True,True,CuauhtÃ©moc,19.43357,-99.1626,Private room,2,1.0,1.0,1.0,710.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
620,7388707.0,within an hour,1.0,0.97,True,2,True,True,CuauhtÃ©moc,19.41219,-99.17542,Entire home/apt,4,1.0,2.0,2.0,960.0,1,1125,104,63,9,4.89,4.9,4.92,4.97,4.97,4.97,4.87,False,1,0.78
621,7873652.0,within an hour,1.0,1.0,True,3,True,True,CoyoacÃ¡n,19.34654,-99.16816,Entire home/apt,2,1.0,1.0,1.0,1278.0,2,1125,358,180,24,4.88,4.92,4.91,4.97,4.98,4.95,4.85,True,3,2.27
622,6748869.0,within a few hours,1.0,0.82,False,2,True,True,Benito JuÃ¡rez,19.38746,-99.18518,Private room,2,1.0,1.0,1.0,350.0,2,15,97,41,4,4.97,4.97,4.95,4.89,4.95,4.86,4.95,False,2,0.63
623,6759220.0,unknown,0.0,0.75,False,3,True,True,Miguel Hidalgo,19.43621,-99.20756,Private room,2,1.0,1.0,2.0,880.0,3,1125,178,30,0,4.93,4.97,4.97,5.0,5.0,4.97,4.97,False,3,0.35
624,7874052.0,within a day,1.0,0.0,False,2,True,True,Tlalpan,19.29832,-99.1164,Private room,2,1.0,1.0,1.0,300.0,2,1125,170,30,0,4.9,4.83,4.9,4.97,4.97,4.87,4.93,False,2,0.36
625,6759506.0,unknown,0.0,0.75,False,3,True,True,Miguel Hidalgo,19.43488,-99.20777,Private room,2,1.0,1.0,2.0,990.0,3,30,178,10,2,4.9,4.9,4.9,5.0,5.0,5.0,5.0,False,3,0.12
626,6760760.0,unknown,0.0,0.0,False,1,True,False,Miguel Hidalgo,19.43423,-99.19199,Private room,1,1.0,1.0,1.0,800.0,30,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
627,7885447.0,within an hour,1.0,0.9,True,1,True,True,CuauhtÃ©moc,19.41101,-99.1671,Private room,2,1.0,1.0,1.0,536.0,1,1125,362,21,13,4.67,4.67,4.85,4.76,4.76,5.0,4.76,False,3,0.26
628,6767068.0,unknown,0.0,1.0,False,0,True,True,CoyoacÃ¡n,19.34037,-99.1821,Private room,2,1.0,1.0,1.0,300.0,4,1125,0,19,2,4.78,5.0,4.61,4.94,4.83,4.78,4.76,False,1,0.23
629,7390943.0,within a few hours,1.0,0.86,False,2,True,True,CoyoacÃ¡n,19.30454,-99.1749,Entire home/apt,4,1.0,2.0,2.0,776.0,3,1125,313,31,0,4.45,4.65,4.45,4.68,4.81,4.71,4.52,False,1,0.4
630,7886849.0,within a day,1.0,0.0,False,2,True,True,Tlalpan,19.29765,-99.11475,Private room,1,1.0,1.0,1.0,250.0,2,1125,171,27,0,4.96,4.92,4.89,4.96,4.92,4.96,4.88,False,2,0.38
631,7397695.0,within a few hours,1.0,0.7,True,2,True,True,CuauhtÃ©moc,19.42124,-99.1582,Entire home/apt,2,1.0,1.0,1.0,1994.0,3,1125,354,33,8,4.88,4.91,4.94,4.97,4.97,4.97,4.76,False,2,0.41
632,7397810.0,within a few hours,1.0,0.7,True,2,True,True,CuauhtÃ©moc,19.42291,-99.15653,Entire home/apt,4,1.0,2.0,2.0,2588.0,2,1125,354,5,0,4.6,5.0,4.8,5.0,5.0,5.0,4.6,False,2,0.07
633,6804857.0,unknown,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.45237,-99.15967,Private room,2,1.0,1.0,1.0,500.0,30,1125,179,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.01
634,6808453.0,within a few hours,1.0,0.94,False,5,True,True,CoyoacÃ¡n,19.33712,-99.12282,Entire home/apt,6,4.0,3.0,5.0,2024.0,5,1125,78,1,0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,False,6,0.01
635,7887175.0,within a few hours,1.0,0.85,True,3,True,True,CuauhtÃ©moc,19.41752,-99.17176,Entire home/apt,4,1.0,2.0,2.0,1414.0,2,1125,0,104,6,4.84,4.95,4.97,4.91,4.9,4.98,4.86,False,2,1.42
636,6810612.0,within a few hours,0.91,0.34,False,59,True,True,Miguel Hidalgo,19.43165,-99.19495,Private room,16,10.0,10.0,16.0,4947.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,19,0.0
637,7422474.0,unknown,0.0,0.0,False,3,True,True,Benito JuÃ¡rez,19.39346,-99.16852,Entire home/apt,4,1.0,2.0,2.0,916.0,3,180,85,90,9,4.81,4.92,4.85,4.93,4.78,4.9,4.84,False,2,1.07
638,7460839.0,within a few hours,0.9,1.0,True,3,True,True,Tlalpan,19.27982,-99.14226,Entire home/apt,2,1.0,1.0,2.0,253.0,7,365,298,21,6,4.9,4.95,4.95,5.0,4.86,4.9,4.86,True,4,0.3
639,7887445.0,within a few hours,1.0,0.85,True,3,True,True,CuauhtÃ©moc,19.42237,-99.15934,Private room,2,1.0,1.0,2.0,700.0,1,1125,77,64,8,4.91,5.0,4.94,4.95,4.98,4.98,4.86,False,2,0.81
640,7480645.0,within an hour,1.0,1.0,False,2,True,True,CoyoacÃ¡n,19.35409,-99.1566,Private room,1,1.0,1.0,1.0,280.0,2,30,362,134,17,4.58,4.71,4.64,4.86,4.9,4.89,4.58,True,2,1.6
641,7481806.0,within an hour,1.0,0.66,False,9,True,True,CuauhtÃ©moc,19.4096,-99.17659,Entire home/apt,3,1.0,2.0,1.0,2625.0,1,365,199,2,0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,True,11,0.04
642,6810808.0,within a few hours,0.91,0.34,False,59,True,True,CuauhtÃ©moc,19.42368,-99.17148,Hotel room,16,1.0,50.0,50.0,4543.0,1,1125,365,7,2,3.71,3.86,3.86,4.33,3.86,3.86,3.57,True,19,0.09
643,6812280.0,within an hour,0.9,0.91,False,4,True,True,CoyoacÃ¡n,19.30257,-99.16969,Entire home/apt,4,2.0,2.0,2.0,1150.0,2,1125,197,38,0,4.73,4.88,4.72,4.84,4.75,4.81,4.91,True,2,0.47
644,7894745.0,within a few hours,1.0,0.94,False,5,True,True,CoyoacÃ¡n,19.34606,-99.13169,Entire home/apt,16,3.5,4.0,7.0,2965.0,2,1125,361,4,4,4.5,4.25,4.0,4.5,4.5,4.75,4.25,False,6,0.6
645,6837045.0,within an hour,0.6,0.56,False,1,True,True,CoyoacÃ¡n,19.33675,-99.17727,Private room,2,1.0,1.0,1.0,250.0,1,30,323,33,1,4.61,4.74,4.74,4.68,4.58,4.9,4.74,False,1,0.59
646,7483509.0,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.42222,-99.15864,Private room,1,3.0,1.0,1.0,536.0,3,36,136,150,24,4.76,4.86,4.77,4.91,4.91,4.97,4.78,True,11,1.89
647,7894795.0,within a few hours,1.0,0.94,False,5,True,True,CoyoacÃ¡n,19.33846,-99.12419,Entire home/apt,9,5.0,4.0,5.0,1664.0,2,365,334,50,16,4.58,4.48,4.55,4.72,4.78,4.78,4.49,False,6,0.84
648,7492595.0,unknown,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.4404,-99.16442,Private room,1,1.0,1.0,1.0,600.0,4,1125,363,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
649,6850010.0,unknown,0.0,0.0,False,1,True,False,Benito JuÃ¡rez,19.37983,-99.18054,Private room,1,1.0,1.0,1.0,560.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
